"Time (s) Run #1","Voltage, Ch A (V) Run #1","Current, Ch D (A) Run #1","Charge (C) Run #1"
3.310,,,5.20E-4
3.310,10.693,1.054E-4,
3.310,,,5.20E-4
3.311,10.692,1.274E-4,
3.311,,,5.20E-4
3.311,10.693,1.298E-4,
3.311,,,5.20E-4
3.312,10.692,7.612E-5,
3.312,,,5.20E-4
3.312,10.693,6.392E-5,
3.312,,,5.20E-4
3.313,10.693,1.286E-4,
3.313,,,5.20E-4
3.313,10.693,7.979E-5,
3.313,,,5.20E-4
3.314,10.693,1.030E-4,
3.314,,,5.20E-4
3.314,10.693,5.537E-5,
3.314,,,5.20E-4
3.315,10.692,7.979E-5,
3.315,,,5.20E-4
3.315,10.693,1.091E-4,
3.315,,,5.20E-4
3.316,10.693,1.274E-4,
3.316,,,5.20E-4
3.316,10.693,6.880E-5,
3.316,,,5.21E-4
3.317,10.693,1.506E-4,
3.317,,,5.21E-4
3.317,10.693,1.176E-4,
3.317,,,5.21E-4
3.318,10.692,1.201E-4,
3.318,,,5.21E-4
3.318,10.691,1.103E-4,
3.318,,,5.21E-4
3.319,10.693,1.579E-4,
3.319,,,5.21E-4
3.319,10.692,1.311E-4,
3.319,,,5.21E-4
3.320,10.692,1.018E-4,
3.320,,,5.21E-4
3.320,10.693,1.469E-4,
3.320,,,5.21E-4
3.321,10.692,8.223E-5,
3.321,,,5.21E-4
3.321,10.691,6.270E-5,
3.321,,,5.21E-4
3.322,10.692,9.077E-5,
3.322,,,5.21E-4
3.322,10.691,1.115E-4,
3.322,,,5.21E-4
3.323,10.692,1.176E-4,
3.323,,,5.21E-4
3.323,10.692,1.042E-4,
3.323,,,5.21E-4
3.324,10.693,1.604E-4,
3.324,,,5.21E-4
3.324,10.693,7.979E-5,
3.324,,,5.21E-4
3.325,10.692,8.589E-5,
3.325,,,5.21E-4
3.325,10.692,1.225E-4,
3.325,,,5.22E-4
3.326,10.691,1.030E-4,
3.326,,,5.22E-4
3.326,10.692,1.384E-4,
3.326,,,5.22E-4
3.327,10.692,4.927E-5,
3.327,,,5.22E-4
3.327,10.692,1.201E-4,
3.327,,,5.22E-4
3.328,10.690,9.443E-5,
3.328,,,5.22E-4
3.328,10.692,1.298E-4,
3.328,,,5.22E-4
3.329,10.692,1.152E-4,
3.329,,,5.22E-4
3.329,10.693,1.213E-4,
3.329,,,5.22E-4
3.330,10.692,7.246E-5,
3.330,,,5.22E-4
3.330,10.692,7.246E-5,
3.330,,,5.22E-4
3.331,10.693,1.420E-4,
3.331,,,5.22E-4
3.331,10.692,8.711E-5,
3.331,,,5.22E-4
3.332,10.691,1.359E-4,
3.332,,,5.22E-4
3.332,10.692,8.101E-5,
3.332,,,5.22E-4
3.333,10.691,1.176E-4,
3.333,,,5.22E-4
3.333,10.692,8.955E-5,
3.333,,,5.22E-4
3.334,10.692,1.030E-4,
3.334,,,5.22E-4
3.334,10.692,1.225E-4,
3.334,,,5.22E-4
3.335,10.692,1.384E-4,
3.335,,,5.23E-4
3.335,10.692,1.079E-4,
3.335,,,5.23E-4
3.336,10.692,1.140E-4,
3.336,,,5.23E-4
3.336,10.693,1.030E-4,
3.336,,,5.23E-4
3.337,10.692,1.286E-4,
3.337,,,5.23E-4
3.337,10.692,7.979E-5,
3.337,,,5.23E-4
3.338,10.691,6.270E-5,
3.338,,,5.23E-4
3.338,10.692,1.091E-4,
3.338,,,5.23E-4
3.339,10.691,9.565E-5,
3.339,,,5.23E-4
3.339,10.692,1.323E-4,
3.339,,,5.23E-4
3.340,10.692,9.321E-5,
3.340,,,5.23E-4
3.340,10.691,9.321E-5,
3.340,,,5.23E-4
3.341,10.690,1.115E-4,
3.341,,,5.23E-4
3.341,10.692,9.077E-5,
3.341,,,5.23E-4
3.342,10.692,1.176E-4,
3.342,,,5.23E-4
3.342,10.691,6.392E-5,
3.342,,,5.23E-4
3.343,10.692,8.589E-5,
3.343,,,5.23E-4
3.343,10.691,8.223E-5,
3.343,,,5.23E-4
3.344,10.691,1.152E-4,
3.344,,,5.23E-4
3.344,10.691,4.561E-5,
3.344,,,5.23E-4
3.345,10.691,9.077E-5,
3.345,,,5.23E-4
3.345,10.691,1.201E-4,
3.345,,,5.24E-4
3.346,10.690,9.565E-5,
3.346,,,5.24E-4
3.346,10.691,1.140E-4,
3.346,,,5.24E-4
3.347,10.691,9.199E-5,
3.347,,,5.24E-4
3.347,10.691,1.542E-4,
3.347,,,5.24E-4
3.348,10.690,7.490E-5,
3.348,,,5.24E-4
3.348,10.691,5.293E-5,
3.348,,,5.24E-4
3.349,10.691,7.734E-5,
3.349,,,5.24E-4
3.349,10.690,9.199E-5,
3.349,,,5.24E-4
3.350,10.691,7.856E-5,
3.350,,,5.24E-4
3.350,10.690,8.833E-5,
3.350,,,5.24E-4
3.351,10.691,1.042E-4,
3.351,,,5.24E-4
3.351,10.691,1.091E-4,
3.351,,,5.24E-4
3.352,10.690,1.298E-4,
3.352,,,5.24E-4
3.352,10.692,1.286E-4,
3.352,,,5.24E-4
3.353,10.691,1.359E-4,
3.353,,,5.24E-4
3.353,10.690,1.481E-4,
3.353,,,5.24E-4
3.354,10.691,8.833E-5,
3.354,,,5.24E-4
3.354,10.691,1.689E-4,
3.354,,,5.25E-4
3.355,10.692,1.115E-4,
3.355,,,5.25E-4
3.355,10.690,8.589E-5,
3.355,,,5.25E-4
3.356,10.690,1.164E-4,
3.356,,,5.25E-4
3.356,10.691,1.237E-4,
3.356,,,5.25E-4
3.357,10.689,1.066E-4,
3.357,,,5.25E-4
3.357,10.691,9.687E-5,
3.357,,,5.25E-4
3.358,10.691,1.274E-4,
3.358,,,5.25E-4
3.358,10.691,1.396E-4,
3.358,,,5.25E-4
3.359,10.691,1.079E-4,
3.359,,,5.25E-4
3.359,10.691,7.734E-5,
3.359,,,5.25E-4
3.360,10.691,5.415E-5,
3.360,,,5.25E-4
3.360,10.691,1.372E-4,
3.360,,,5.25E-4
3.361,10.690,8.345E-5,
3.361,,,5.25E-4
3.361,10.691,1.188E-4,
3.361,,,5.25E-4
3.362,10.691,7.124E-5,
3.362,,,5.25E-4
3.362,10.691,1.115E-4,
3.362,,,5.25E-4
3.363,10.690,8.467E-5,
3.363,,,5.25E-4
3.363,10.691,1.140E-4,
3.363,,,5.25E-4
3.364,10.691,1.103E-4,
3.364,,,5.26E-4
3.364,10.691,9.321E-5,
3.364,,,5.26E-4
3.365,10.691,1.311E-4,
3.365,,,5.26E-4
3.365,10.690,5.903E-5,
3.365,,,5.26E-4
3.366,10.690,8.833E-5,
3.366,,,5.26E-4
3.366,10.691,1.140E-4,
3.366,,,5.26E-4
3.367,10.690,1.250E-4,
3.367,,,5.26E-4
3.367,10.691,1.323E-4,
3.367,,,5.26E-4
3.368,10.690,9.443E-5,
3.368,,,5.26E-4
3.368,10.691,1.091E-4,
3.368,,,5.26E-4
3.369,10.691,8.467E-5,
3.369,,,5.26E-4
3.369,10.690,8.467E-5,
3.369,,,5.26E-4
3.370,10.691,1.481E-4,
3.370,,,5.26E-4
3.370,10.690,9.687E-5,
3.370,,,5.26E-4
3.371,10.690,1.176E-4,
3.371,,,5.26E-4
3.371,10.691,1.372E-4,
3.371,,,5.26E-4
3.372,10.691,1.347E-4,
3.372,,,5.26E-4
3.372,10.691,1.408E-4,
3.372,,,5.26E-4
3.373,10.690,8.223E-5,
3.373,,,5.26E-4
3.373,10.690,1.091E-4,
3.373,,,5.27E-4
3.374,10.691,1.152E-4,
3.374,,,5.27E-4
3.374,10.690,1.152E-4,
3.374,,,5.27E-4
3.375,10.691,1.225E-4,
3.375,,,5.27E-4
3.375,10.691,9.687E-5,
3.375,,,5.27E-4
3.376,10.691,1.176E-4,
3.376,,,5.27E-4
3.376,10.690,4.805E-5,
3.376,,,5.27E-4
3.377,10.690,1.066E-4,
3.377,,,5.27E-4
3.377,10.689,4.927E-5,
3.377,,,5.27E-4
3.378,10.691,8.101E-5,
3.378,,,5.27E-4
3.378,10.690,1.103E-4,
3.378,,,5.27E-4
3.379,10.689,1.127E-4,
3.379,,,5.27E-4
3.379,10.690,1.127E-4,
3.379,,,5.27E-4
3.380,10.691,8.955E-5,
3.380,,,5.27E-4
3.380,10.690,9.199E-5,
3.380,,,5.27E-4
3.381,10.690,1.591E-4,
3.381,,,5.27E-4
3.381,10.690,1.030E-4,
3.381,,,5.27E-4
3.382,10.690,9.321E-5,
3.382,,,5.27E-4
3.382,10.691,8.955E-5,
3.382,,,5.27E-4
3.383,10.689,5.293E-5,
3.383,,,5.27E-4
3.383,10.691,1.127E-4,
3.383,,,5.28E-4
3.384,10.690,9.199E-5,
3.384,,,5.28E-4
3.384,10.690,8.955E-5,
3.384,,,5.28E-4
3.385,10.690,1.140E-4,
3.385,,,5.28E-4
3.385,10.690,1.420E-4,
3.385,,,5.28E-4
3.386,10.689,1.079E-4,
3.386,,,5.28E-4
3.386,10.691,1.018E-4,
3.386,,,5.28E-4
3.387,10.690,1.408E-4,
3.387,,,5.28E-4
3.387,10.690,1.396E-4,
3.387,,,5.28E-4
3.388,10.691,7.124E-5,
3.388,,,5.28E-4
3.388,10.689,1.042E-4,
3.388,,,5.28E-4
3.389,10.690,8.955E-5,
3.389,,,5.28E-4
3.389,10.689,5.781E-5,
3.389,,,5.28E-4
3.390,10.691,1.286E-4,
3.390,,,5.28E-4
3.390,10.690,1.091E-4,
3.390,,,5.28E-4
3.391,10.690,1.066E-4,
3.391,,,5.28E-4
3.391,10.692,1.225E-4,
3.391,,,5.28E-4
3.392,10.691,1.176E-4,
3.392,,,5.28E-4
3.392,10.691,1.030E-4,
3.392,,,5.29E-4
3.393,10.689,8.345E-5,
3.393,,,5.29E-4
3.393,10.691,1.286E-4,
3.393,,,5.29E-4
3.394,10.690,1.469E-4,
3.394,,,5.29E-4
3.394,10.691,8.711E-5,
3.394,,,5.29E-4
3.395,10.691,8.589E-5,
3.395,,,5.29E-4
3.395,10.690,9.810E-5,
3.395,,,5.29E-4
3.396,10.690,1.066E-4,
3.396,,,5.29E-4
3.396,10.690,1.079E-4,
3.396,,,5.29E-4
3.397,10.690,8.955E-5,
3.397,,,5.29E-4
3.397,10.690,7.734E-5,
3.397,,,5.29E-4
3.398,10.690,1.054E-4,
3.398,,,5.29E-4
3.398,10.689,1.347E-4,
3.398,,,5.29E-4
3.399,10.691,9.077E-5,
3.399,,,5.29E-4
3.399,10.690,1.433E-4,
3.399,,,5.29E-4
3.400,10.690,8.345E-5,
3.400,,,5.29E-4
3.400,10.691,5.415E-5,
3.400,,,5.29E-4
3.401,10.691,1.323E-4,
3.401,,,5.29E-4
3.401,10.690,1.127E-4,
3.401,,,5.29E-4
3.402,10.690,1.335E-4,
3.402,,,5.30E-4
3.402,10.691,1.176E-4,
3.402,,,5.30E-4
3.403,10.689,6.880E-5,
3.403,,,5.30E-4
3.403,10.690,9.565E-5,
3.403,,,5.30E-4
3.404,10.691,1.262E-4,
3.404,,,5.30E-4
3.404,10.690,1.494E-4,
3.404,,,5.30E-4
3.405,10.689,1.359E-4,
3.405,,,5.30E-4
3.405,10.690,8.345E-5,
3.405,,,5.30E-4
3.406,10.689,1.286E-4,
3.406,,,5.30E-4
3.406,10.691,1.262E-4,
3.406,,,5.30E-4
3.407,10.691,1.164E-4,
3.407,,,5.30E-4
3.407,10.689,1.408E-4,
3.407,,,5.30E-4
3.408,10.690,9.199E-5,
3.408,,,5.30E-4
3.408,10.691,1.286E-4,
3.408,,,5.30E-4
3.409,10.690,5.171E-5,
3.409,,,5.30E-4
3.409,10.689,1.433E-4,
3.409,,,5.30E-4
3.410,10.690,8.711E-5,
3.410,,,5.30E-4
3.410,10.690,8.223E-5,
3.410,,,5.30E-4
3.411,10.690,9.321E-5,
3.411,,,5.30E-4
3.411,10.690,8.345E-5,
3.411,,,5.31E-4
3.412,10.689,1.469E-4,
3.412,,,5.31E-4
3.412,10.689,9.565E-5,
3.412,,,5.31E-4
3.413,10.689,6.392E-5,
3.413,,,5.31E-4
3.413,10.690,4.683E-5,
3.413,,,5.31E-4
3.414,10.690,1.176E-4,
3.414,,,5.31E-4
3.414,10.690,1.018E-4,
3.414,,,5.31E-4
3.415,10.690,1.005E-4,
3.415,,,5.31E-4
3.415,10.690,8.345E-5,
3.415,,,5.31E-4
3.416,10.691,1.506E-4,
3.416,,,5.31E-4
3.416,10.689,1.237E-4,
3.416,,,5.31E-4
3.417,10.690,6.392E-5,
3.417,,,5.31E-4
3.417,10.689,1.103E-4,
3.417,,,5.31E-4
3.418,10.691,9.810E-5,
3.418,,,5.31E-4
3.418,10.689,7.856E-5,
3.418,,,5.31E-4
3.419,10.689,1.140E-4,
3.419,,,5.31E-4
3.419,10.690,1.481E-4,
3.419,,,5.31E-4
3.420,10.691,1.494E-4,
3.420,,,5.31E-4
3.420,10.690,1.079E-4,
3.420,,,5.31E-4
3.421,10.689,1.445E-4,
3.421,,,5.32E-4
3.421,10.690,7.002E-5,
3.421,,,5.32E-4
3.422,10.690,1.567E-4,
3.422,,,5.32E-4
3.422,10.691,1.237E-4,
3.422,,,5.32E-4
3.423,10.690,1.164E-4,
3.423,,,5.32E-4
3.423,10.689,1.286E-4,
3.423,,,5.32E-4
3.424,10.689,7.856E-5,
3.424,,,5.32E-4
3.424,10.689,9.199E-5,
3.424,,,5.32E-4
3.425,10.690,1.091E-4,
3.425,,,5.32E-4
3.425,10.690,1.054E-4,
3.425,,,5.32E-4
3.426,10.689,5.537E-5,
3.426,,,5.32E-4
3.426,10.691,9.565E-5,
3.426,,,5.32E-4
3.427,10.690,6.758E-5,
3.427,,,5.32E-4
3.427,10.690,1.359E-4,
3.427,,,5.32E-4
3.428,10.690,1.152E-4,
3.428,,,5.32E-4
3.428,10.690,8.711E-5,
3.428,,,5.32E-4
3.429,10.690,7.490E-5,
3.429,,,5.32E-4
3.429,10.690,1.066E-4,
3.429,,,5.32E-4
3.430,10.690,7.734E-5,
3.430,,,5.32E-4
3.430,10.690,8.955E-5,
3.430,,,5.33E-4
3.431,10.690,1.091E-4,
3.431,,,5.33E-4
3.431,10.690,1.115E-4,
3.431,,,5.33E-4
3.432,10.690,8.955E-5,
3.432,,,5.33E-4
3.432,10.690,1.176E-4,
3.432,,,5.33E-4
3.433,10.689,1.164E-4,
3.433,,,5.33E-4
3.433,10.690,9.565E-5,
3.433,,,5.33E-4
3.434,10.690,1.591E-4,
3.434,,,5.33E-4
3.434,10.690,1.152E-4,
3.434,,,5.33E-4
3.435,10.690,1.152E-4,
3.435,,,5.33E-4
3.435,10.691,1.176E-4,
3.435,,,5.33E-4
3.436,10.690,1.286E-4,
3.436,,,5.33E-4
3.436,10.690,1.335E-4,
3.436,,,5.33E-4
3.437,10.689,1.018E-4,
3.437,,,5.33E-4
3.437,10.690,9.077E-5,
3.437,,,5.33E-4
3.438,10.691,1.616E-4,
3.438,,,5.33E-4
3.438,10.690,8.589E-5,
3.438,,,5.33E-4
3.439,10.691,1.616E-4,
3.439,,,5.33E-4
3.439,10.690,6.758E-5,
3.439,,,5.34E-4
3.440,10.690,1.079E-4,
3.440,,,5.34E-4
3.440,10.690,1.384E-4,
3.440,,,5.34E-4
3.441,10.690,1.201E-4,
3.441,,,5.34E-4
3.441,10.690,1.152E-4,
3.441,,,5.34E-4
3.442,10.691,1.054E-4,
3.442,,,5.34E-4
3.442,10.689,6.880E-5,
3.442,,,5.34E-4
3.443,10.691,8.955E-5,
3.443,,,5.34E-4
3.443,10.689,9.565E-5,
3.443,,,5.34E-4
3.444,10.690,8.345E-5,
3.444,,,5.34E-4
3.444,10.690,9.932E-5,
3.444,,,5.34E-4
3.445,10.690,1.030E-4,
3.445,,,5.34E-4
3.445,10.690,9.565E-5,
3.445,,,5.34E-4
3.446,10.690,1.042E-4,
3.446,,,5.34E-4
3.446,10.689,5.781E-5,
3.446,,,5.34E-4
3.447,10.690,5.781E-5,
3.447,,,5.34E-4
3.447,10.690,6.025E-5,
3.447,,,5.34E-4
3.448,10.689,1.164E-4,
3.448,,,5.34E-4
3.448,10.688,4.438E-5,
3.448,,,5.34E-4
3.449,10.690,1.225E-4,
3.449,,,5.34E-4
3.449,10.689,8.711E-5,
3.449,,,5.34E-4
3.450,10.690,1.250E-4,
3.450,,,5.35E-4
3.450,10.690,1.457E-4,
3.450,,,5.35E-4
3.451,10.689,1.347E-4,
3.451,,,5.35E-4
3.451,10.690,8.223E-5,
3.451,,,5.35E-4
3.452,10.689,9.810E-5,
3.452,,,5.35E-4
3.452,10.689,1.372E-4,
3.452,,,5.35E-4
3.453,10.689,8.833E-5,
3.453,,,5.35E-4
3.453,10.689,8.833E-5,
3.453,,,5.35E-4
3.454,10.689,1.030E-4,
3.454,,,5.35E-4
3.454,10.688,1.237E-4,
3.454,,,5.35E-4
3.455,10.690,1.054E-4,
3.455,,,5.35E-4
3.455,10.689,1.445E-4,
3.455,,,5.35E-4
3.456,10.689,7.612E-5,
3.456,,,5.35E-4
3.456,10.689,1.066E-4,
3.456,,,5.35E-4
3.457,10.689,1.005E-4,
3.457,,,5.35E-4
3.457,10.689,1.188E-4,
3.457,,,5.35E-4
3.458,10.688,7.734E-5,
3.458,,,5.35E-4
3.458,10.689,1.262E-4,
3.458,,,5.35E-4
3.459,10.689,9.810E-5,
3.459,,,5.36E-4
3.459,10.688,6.880E-5,
3.459,,,5.36E-4
3.460,10.690,1.225E-4,
3.460,,,5.36E-4
3.460,10.689,7.124E-5,
3.460,,,5.36E-4
3.461,10.688,1.079E-4,
3.461,,,5.36E-4
3.461,10.688,6.758E-5,
3.461,,,5.36E-4
3.462,10.689,9.077E-5,
3.462,,,5.36E-4
3.462,10.688,8.589E-5,
3.462,,,5.36E-4
3.463,10.689,5.171E-5,
3.463,,,5.36E-4
3.463,10.689,1.042E-4,
3.463,,,5.36E-4
3.464,10.688,4.561E-5,
3.464,,,5.36E-4
3.464,10.689,1.213E-4,
3.464,,,5.36E-4
3.465,10.689,1.005E-4,
3.465,,,5.36E-4
3.465,10.689,9.687E-5,
3.465,,,5.36E-4
3.466,10.688,1.115E-4,
3.466,,,5.36E-4
3.466,10.690,1.298E-4,
3.466,,,5.36E-4
3.467,10.689,1.103E-4,
3.467,,,5.36E-4
3.467,10.688,5.537E-5,
3.467,,,5.36E-4
3.468,10.690,1.042E-4,
3.468,,,5.36E-4
3.468,10.689,6.636E-5,
3.468,,,5.36E-4
3.469,10.688,1.726E-4,
3.469,,,5.36E-4
3.469,10.689,1.274E-4,
3.469,,,5.37E-4
3.470,10.688,9.199E-5,
3.470,,,5.37E-4
3.470,10.689,1.140E-4,
3.470,,,5.37E-4
3.471,10.689,1.091E-4,
3.471,,,5.37E-4
3.471,10.689,1.140E-4,
3.471,,,5.37E-4
3.472,10.689,1.176E-4,
3.472,,,5.37E-4
3.472,10.689,1.311E-4,
3.472,,,5.37E-4
3.473,10.689,1.091E-4,
3.473,,,5.37E-4
3.473,10.688,1.298E-4,
3.473,,,5.37E-4
3.474,10.689,1.018E-4,
3.474,,,5.37E-4
3.474,10.689,1.066E-4,
3.474,,,5.37E-4
3.475,10.688,1.323E-4,
3.475,,,5.37E-4
3.475,10.690,1.237E-4,
3.475,,,5.37E-4
3.476,10.688,7.246E-5,
3.476,,,5.37E-4
3.476,10.689,9.810E-5,
3.476,,,5.37E-4
3.477,10.687,6.758E-5,
3.477,,,5.37E-4
3.477,10.689,1.250E-4,
3.477,,,5.37E-4
3.478,10.688,9.077E-5,
3.478,,,5.37E-4
3.478,10.687,4.194E-5,
3.478,,,5.37E-4
3.479,10.689,1.262E-4,
3.479,,,5.38E-4
3.479,10.689,7.979E-5,
3.479,,,5.38E-4
3.480,10.688,8.467E-5,
3.480,,,5.38E-4
3.480,10.688,6.392E-5,
3.480,,,5.38E-4
3.481,10.688,9.932E-5,
3.481,,,5.38E-4
3.481,10.689,7.368E-5,
3.481,,,5.38E-4
3.482,10.688,8.345E-5,
3.482,,,5.38E-4
3.482,10.688,1.127E-4,
3.482,,,5.38E-4
3.483,10.688,6.758E-5,
3.483,,,5.38E-4
3.483,10.687,9.932E-5,
3.483,,,5.38E-4
3.484,10.688,1.140E-4,
3.484,,,5.38E-4
3.484,10.688,8.467E-5,
3.484,,,5.38E-4
3.485,10.686,7.734E-5,
3.485,,,5.38E-4
3.485,10.688,9.321E-5,
3.485,,,5.38E-4
3.486,10.688,1.408E-4,
3.486,,,5.38E-4
3.486,10.688,1.225E-4,
3.486,,,5.38E-4
3.487,10.688,1.359E-4,
3.487,,,5.38E-4
3.487,10.687,8.833E-5,
3.487,,,5.38E-4
3.488,10.688,9.443E-5,
3.488,,,5.38E-4
3.488,10.687,1.115E-4,
3.488,,,5.38E-4
3.489,10.688,1.201E-4,
3.489,,,5.38E-4
3.489,10.687,6.392E-5,
3.489,,,5.39E-4
3.490,10.688,8.467E-5,
3.490,,,5.39E-4
3.490,10.688,1.005E-4,
3.490,,,5.39E-4
3.491,10.688,1.176E-4,
3.491,,,5.39E-4
3.491,10.687,1.005E-4,
3.491,,,5.39E-4
3.492,10.688,1.445E-4,
3.492,,,5.39E-4
3.492,10.688,9.199E-5,
3.492,,,5.39E-4
3.493,10.688,7.612E-5,
3.493,,,5.39E-4
3.493,10.688,5.537E-5,
3.493,,,5.39E-4
3.494,10.687,7.246E-5,
3.494,,,5.39E-4
3.494,10.687,7.124E-5,
3.494,,,5.39E-4
3.495,10.687,8.589E-5,
3.495,,,5.39E-4
3.495,10.688,8.223E-5,
3.495,,,5.39E-4
3.496,10.688,1.457E-4,
3.496,,,5.39E-4
3.496,10.688,8.955E-5,
3.496,,,5.39E-4
3.497,10.687,8.223E-5,
3.497,,,5.39E-4
3.497,10.687,7.734E-5,
3.497,,,5.39E-4
3.498,10.688,1.335E-4,
3.498,,,5.39E-4
3.498,10.688,7.856E-5,
3.498,,,5.39E-4
3.499,10.687,1.298E-4,
3.499,,,5.39E-4
3.499,10.687,1.481E-4,
3.499,,,5.40E-4
3.500,10.687,8.467E-5,
3.500,,,5.40E-4
3.500,10.686,1.384E-4,
3.500,,,5.40E-4
3.501,10.687,6.270E-5,
3.501,,,5.40E-4
3.501,10.686,1.066E-4,
3.501,,,5.40E-4
3.502,10.686,8.101E-5,
3.502,,,5.40E-4
3.502,10.687,1.286E-4,
3.502,,,5.40E-4
3.503,10.688,8.467E-5,
3.503,,,5.40E-4
3.503,10.687,1.091E-4,
3.503,,,5.40E-4
3.504,10.687,8.101E-5,
3.504,,,5.40E-4
3.504,10.687,9.932E-5,
3.504,,,5.40E-4
3.505,10.687,4.072E-5,
3.505,,,5.40E-4
3.505,10.687,1.616E-4,
3.505,,,5.40E-4
3.506,10.686,1.298E-4,
3.506,,,5.40E-4
3.506,10.688,1.347E-4,
3.506,,,5.40E-4
3.507,10.687,1.188E-4,
3.507,,,5.40E-4
3.507,10.687,1.152E-4,
3.507,,,5.40E-4
3.508,10.688,1.030E-4,
3.508,,,5.40E-4
3.508,10.687,1.530E-4,
3.508,,,5.40E-4
3.509,10.687,1.054E-4,
3.509,,,5.41E-4
3.509,10.687,1.213E-4,
3.509,,,5.41E-4
3.510,10.687,5.049E-5,
3.510,,,5.41E-4
3.510,10.687,1.005E-4,
3.510,,,5.41E-4
3.511,10.686,8.833E-5,
3.511,,,5.41E-4
3.511,10.687,1.188E-4,
3.511,,,5.41E-4
3.512,10.688,1.152E-4,
3.512,,,5.41E-4
3.512,10.687,1.433E-4,
3.512,,,5.41E-4
3.513,10.687,6.392E-5,
3.513,,,5.41E-4
3.513,10.688,1.298E-4,
3.513,,,5.41E-4
3.514,10.687,7.856E-5,
3.514,,,5.41E-4
3.514,10.688,7.246E-5,
3.514,,,5.41E-4
3.515,10.687,1.274E-4,
3.515,,,5.41E-4
3.515,10.687,1.079E-4,
3.515,,,5.41E-4
3.516,10.686,6.147E-5,
3.516,,,5.41E-4
3.516,10.686,8.467E-5,
3.516,,,5.41E-4
3.517,10.687,1.140E-4,
3.517,,,5.41E-4
3.517,10.687,9.687E-5,
3.517,,,5.41E-4
3.518,10.687,1.140E-4,
3.518,,,5.41E-4
3.518,10.686,8.711E-5,
3.518,,,5.41E-4
3.519,10.687,1.091E-4,
3.519,,,5.42E-4
3.519,10.687,9.932E-5,
3.519,,,5.42E-4
3.520,10.686,1.176E-4,
3.520,,,5.42E-4
3.520,10.687,1.103E-4,
3.520,,,5.42E-4
3.521,10.686,1.079E-4,
3.521,,,5.42E-4
3.521,10.687,1.079E-4,
3.521,,,5.42E-4
3.522,10.688,1.433E-4,
3.522,,,5.42E-4
3.522,10.686,1.042E-4,
3.522,,,5.42E-4
3.523,10.686,1.359E-4,
3.523,,,5.42E-4
3.523,10.686,1.042E-4,
3.523,,,5.42E-4
3.524,10.687,1.323E-4,
3.524,,,5.42E-4
3.524,10.686,1.274E-4,
3.524,,,5.42E-4
3.525,10.687,9.077E-5,
3.525,,,5.42E-4
3.525,10.687,1.201E-4,
3.525,,,5.42E-4
3.526,10.687,9.199E-5,
3.526,,,5.42E-4
3.526,10.687,1.005E-4,
3.526,,,5.42E-4
3.527,10.687,9.077E-5,
3.527,,,5.42E-4
3.527,10.687,1.005E-4,
3.527,,,5.42E-4
3.528,10.687,1.127E-4,
3.528,,,5.43E-4
3.528,10.688,1.152E-4,
3.528,,,5.43E-4
3.529,10.688,1.066E-4,
3.529,,,5.43E-4
3.529,10.687,8.589E-5,
3.529,,,5.43E-4
3.530,10.687,8.589E-5,
3.530,,,5.43E-4
3.530,10.687,9.077E-5,
3.530,,,5.43E-4
3.531,10.688,1.115E-4,
3.531,,,5.43E-4
3.531,10.688,9.810E-5,
3.531,,,5.43E-4
3.532,10.687,9.077E-5,
3.532,,,5.43E-4
3.532,10.688,1.164E-4,
3.532,,,5.43E-4
3.533,10.686,8.955E-5,
3.533,,,5.43E-4
3.533,10.687,1.066E-4,
3.533,,,5.43E-4
3.534,10.688,8.467E-5,
3.534,,,5.43E-4
3.534,10.688,1.115E-4,
3.534,,,5.43E-4
3.535,10.687,8.101E-5,
3.535,,,5.43E-4
3.535,10.687,1.066E-4,
3.535,,,5.43E-4
3.536,10.687,1.042E-4,
3.536,,,5.43E-4
3.536,10.687,1.384E-4,
3.536,,,5.43E-4
3.537,10.687,1.188E-4,
3.537,,,5.43E-4
3.537,10.687,8.955E-5,
3.537,,,5.44E-4
3.538,10.686,1.396E-4,
3.538,,,5.44E-4
3.538,10.687,1.188E-4,
3.538,,,5.44E-4
3.539,10.687,1.103E-4,
3.539,,,5.44E-4
3.539,10.688,1.286E-4,
3.539,,,5.44E-4
3.540,10.687,1.164E-4,
3.540,,,5.44E-4
3.540,10.687,1.054E-4,
3.540,,,5.44E-4
3.541,10.687,9.443E-5,
3.541,,,5.44E-4
3.541,10.688,1.213E-4,
3.541,,,5.44E-4
3.542,10.689,7.002E-5,
3.542,,,5.44E-4
3.542,10.687,1.213E-4,
3.542,,,5.44E-4
3.543,10.687,1.359E-4,
3.543,,,5.44E-4
3.543,10.688,4.927E-5,
3.543,,,5.44E-4
3.544,10.688,9.687E-5,
3.544,,,5.44E-4
3.544,10.688,1.030E-4,
3.544,,,5.44E-4
3.545,10.688,1.176E-4,
3.545,,,5.44E-4
3.545,10.688,1.518E-4,
3.545,,,5.44E-4
3.546,10.687,9.565E-5,
3.546,,,5.44E-4
3.546,10.689,1.091E-4,
3.546,,,5.44E-4
3.547,10.688,1.274E-4,
3.547,,,5.45E-4
3.547,10.686,5.659E-5,
3.547,,,5.45E-4
3.548,10.688,1.237E-4,
3.548,,,5.45E-4
3.548,10.687,1.127E-4,
3.548,,,5.45E-4
3.549,10.688,1.164E-4,
3.549,,,5.45E-4
3.549,10.687,9.077E-5,
3.549,,,5.45E-4
3.550,10.688,9.199E-5,
3.550,,,5.45E-4
