"Time (s) Run #1","Voltage, Ch A (V) Run #1","Current, Ch D (A) Run #1","Charge (C) Run #1"
5.094,,,7.09E-4
5.094,10.699,8.955E-5,
5.094,,,7.09E-4
5.094,10.700,1.274E-4,
5.095,,,7.10E-4
5.095,10.700,1.164E-4,
5.095,,,7.10E-4
5.096,10.699,1.176E-4,
5.096,,,7.10E-4
5.096,10.699,9.932E-5,
5.096,,,7.10E-4
5.096,10.699,9.443E-5,
5.097,,,7.10E-4
5.097,10.700,8.467E-5,
5.097,,,7.10E-4
5.097,10.700,6.880E-5,
5.098,,,7.10E-4
5.098,10.699,1.018E-4,
5.098,,,7.10E-4
5.099,10.699,8.101E-5,
5.099,,,7.10E-4
5.099,10.699,9.932E-5,
5.099,,,7.10E-4
5.099,10.700,1.030E-4,
5.100,,,7.10E-4
5.100,10.700,6.270E-5,
5.100,,,7.10E-4
5.100,10.701,1.335E-4,
5.101,,,7.10E-4
5.101,10.700,1.103E-4,
5.101,,,7.10E-4
5.101,10.700,9.810E-5,
5.102,,,7.10E-4
5.102,10.700,1.115E-4,
5.102,,,7.10E-4
5.102,10.700,1.225E-4,
5.103,,,7.10E-4
5.103,10.700,1.054E-4,
5.103,,,7.10E-4
5.104,10.700,8.101E-5,
5.104,,,7.10E-4
5.104,10.700,1.030E-4,
5.104,,,7.10E-4
5.104,10.700,1.066E-4,
5.105,,,7.11E-4
5.105,10.700,1.396E-4,
5.105,,,7.11E-4
5.105,10.700,9.443E-5,
5.106,,,7.11E-4
5.106,10.701,7.368E-5,
5.106,,,7.11E-4
5.107,10.701,1.335E-4,
5.107,,,7.11E-4
5.107,10.700,9.321E-5,
5.107,,,7.11E-4
5.107,10.700,1.127E-4,
5.108,,,7.11E-4
5.108,10.700,1.066E-4,
5.108,,,7.11E-4
5.108,10.701,8.833E-5,
5.109,,,7.11E-4
5.109,10.700,1.054E-4,
5.109,,,7.11E-4
5.109,10.698,9.199E-5,
5.110,,,7.11E-4
5.110,10.700,1.140E-4,
5.110,,,7.11E-4
5.110,10.700,1.115E-4,
5.111,,,7.11E-4
5.111,10.700,5.781E-5,
5.111,,,7.11E-4
5.112,10.701,5.903E-5,
5.112,,,7.11E-4
5.112,10.700,1.286E-4,
5.112,,,7.11E-4
5.112,10.701,1.079E-4,
5.113,,,7.11E-4
5.113,10.701,5.781E-5,
5.113,,,7.11E-4
5.113,10.700,7.979E-5,
5.114,,,7.11E-4
5.114,10.700,7.734E-5,
5.114,,,7.11E-4
5.115,10.700,1.115E-4,
5.115,,,7.11E-4
5.115,10.699,9.932E-5,
5.115,,,7.12E-4
5.115,10.700,8.589E-5,
5.116,,,7.12E-4
5.116,10.699,9.321E-5,
5.116,,,7.12E-4
5.116,10.700,8.589E-5,
5.117,,,7.12E-4
5.117,10.700,1.604E-4,
5.117,,,7.12E-4
5.117,10.700,1.201E-4,
5.118,,,7.12E-4
5.118,10.700,1.042E-4,
5.118,,,7.12E-4
5.118,10.700,1.066E-4,
5.119,,,7.12E-4
5.119,10.701,1.103E-4,
5.119,,,7.12E-4
5.120,10.699,1.262E-4,
5.120,,,7.12E-4
5.120,10.701,1.140E-4,
5.120,,,7.12E-4
5.120,10.700,9.687E-5,
5.121,,,7.12E-4
5.121,10.699,7.979E-5,
5.121,,,7.12E-4
5.121,10.700,7.979E-5,
5.122,,,7.12E-4
5.122,10.701,9.932E-5,
5.122,,,7.12E-4
5.123,10.699,7.124E-5,
5.123,,,7.12E-4
5.123,10.700,1.030E-4,
5.123,,,7.12E-4
5.123,10.701,1.188E-4,
5.124,,,7.12E-4
5.124,10.701,1.420E-4,
5.124,,,7.12E-4
5.125,10.700,8.711E-5,
5.125,,,7.13E-4
5.125,10.700,8.955E-5,
5.125,,,7.13E-4
5.125,10.700,9.932E-5,
5.126,,,7.13E-4
5.126,10.700,1.250E-4,
5.126,,,7.13E-4
5.126,10.701,8.589E-5,
5.127,,,7.13E-4
5.127,10.701,1.054E-4,
5.127,,,7.13E-4
5.128,10.701,7.734E-5,
5.128,,,7.13E-4
5.128,10.701,1.005E-4,
5.128,,,7.13E-4
5.128,10.701,1.152E-4,
5.129,,,7.13E-4
5.129,10.701,5.781E-5,
5.129,,,7.13E-4
5.129,10.701,1.213E-4,
5.130,,,7.13E-4
5.130,10.702,1.506E-4,
5.130,,,7.13E-4
5.131,10.700,7.612E-5,
5.131,,,7.13E-4
5.131,10.700,7.490E-5,
5.131,,,7.13E-4
5.131,10.701,1.225E-4,
5.132,,,7.13E-4
5.132,10.701,9.565E-5,
5.132,,,7.13E-4
5.133,10.700,5.659E-5,
5.133,,,7.13E-4
5.133,10.701,7.856E-5,
5.133,,,7.13E-4
5.133,10.700,9.932E-5,
5.134,,,7.13E-4
5.134,10.701,9.199E-5,
5.134,,,7.13E-4
5.134,10.701,1.237E-4,
5.135,,,7.13E-4
5.135,10.701,1.250E-4,
5.135,,,7.14E-4
5.136,10.701,1.164E-4,
5.136,,,7.14E-4
5.136,10.700,8.467E-5,
5.136,,,7.14E-4
5.136,10.700,1.335E-4,
5.137,,,7.14E-4
5.137,10.701,1.091E-4,
5.137,,,7.14E-4
5.137,10.700,8.589E-5,
5.138,,,7.14E-4
5.138,10.701,1.298E-4,
5.138,,,7.14E-4
5.139,10.702,6.880E-5,
5.139,,,7.14E-4
5.139,10.701,9.687E-5,
5.139,,,7.14E-4
5.139,10.701,1.457E-4,
5.140,,,7.14E-4
5.140,10.702,1.506E-4,
5.140,,,7.14E-4
5.141,10.701,1.152E-4,
5.141,,,7.14E-4
5.141,10.701,1.103E-4,
5.141,,,7.14E-4
5.141,10.701,1.201E-4,
5.142,,,7.14E-4
5.142,10.702,7.734E-5,
5.142,,,7.14E-4
5.142,10.702,9.077E-5,
5.143,,,7.14E-4
5.143,10.700,5.537E-5,
5.143,,,7.14E-4
5.144,10.702,1.164E-4,
5.144,,,7.14E-4
5.144,10.702,1.396E-4,
5.144,,,7.15E-4
5.144,10.701,1.127E-4,
5.145,,,7.15E-4
5.145,10.702,1.054E-4,
5.145,,,7.15E-4
5.145,10.702,8.833E-5,
5.146,,,7.15E-4
5.146,10.702,8.833E-5,
5.146,,,7.15E-4
5.147,10.702,9.199E-5,
5.147,,,7.15E-4
5.147,10.702,1.408E-4,
5.147,,,7.15E-4
5.147,10.702,1.201E-4,
5.148,,,7.15E-4
5.148,10.701,8.833E-5,
5.148,,,7.15E-4
5.149,10.702,1.152E-4,
5.149,,,7.15E-4
5.149,10.702,1.201E-4,
5.149,,,7.15E-4
5.149,10.701,7.856E-5,
5.150,,,7.15E-4
5.150,10.700,9.932E-5,
5.150,,,7.15E-4
5.150,10.701,8.589E-5,
5.151,,,7.15E-4
5.151,10.702,1.030E-4,
5.151,,,7.15E-4
5.152,10.702,7.490E-5,
5.152,,,7.15E-4
5.152,10.702,1.115E-4,
5.152,,,7.15E-4
5.152,10.702,1.665E-4,
5.153,,,7.15E-4
5.153,10.703,1.152E-4,
5.153,,,7.15E-4
5.153,10.702,1.103E-4,
5.154,,,7.16E-4
5.154,10.701,6.636E-5,
5.154,,,7.16E-4
5.155,10.702,1.506E-4,
5.155,,,7.16E-4
5.155,10.700,1.188E-4,
5.155,,,7.16E-4
5.155,10.700,1.079E-4,
5.156,,,7.16E-4
5.156,10.702,1.164E-4,
5.156,,,7.16E-4
5.157,10.702,1.079E-4,
5.157,,,7.16E-4
5.157,10.702,1.372E-4,
5.157,,,7.16E-4
5.157,10.702,1.250E-4,
5.158,,,7.16E-4
5.158,10.702,7.979E-5,
5.158,,,7.16E-4
5.158,10.701,9.810E-5,
5.159,,,7.16E-4
5.159,10.702,4.316E-5,
5.159,,,7.16E-4
5.160,10.701,1.018E-4,
5.160,,,7.16E-4
5.160,10.702,1.164E-4,
5.160,,,7.16E-4
5.160,10.703,9.565E-5,
5.161,,,7.16E-4
5.161,10.702,9.443E-5,
5.161,,,7.16E-4
5.161,10.701,7.368E-5,
5.162,,,7.16E-4
5.162,10.703,9.687E-5,
5.162,,,7.16E-4
5.163,10.702,1.127E-4,
5.163,,,7.16E-4
5.163,10.702,8.589E-5,
5.163,,,7.16E-4
5.163,10.701,9.077E-5,
5.164,,,7.17E-4
5.164,10.702,1.018E-4,
5.164,,,7.17E-4
5.165,10.702,6.025E-5,
5.165,,,7.17E-4
5.165,10.702,9.077E-5,
5.165,,,7.17E-4
5.165,10.703,1.213E-4,
5.166,,,7.17E-4
5.166,10.701,6.147E-5,
5.166,,,7.17E-4
5.166,10.702,9.321E-5,
5.167,,,7.17E-4
5.167,10.701,9.932E-5,
5.167,,,7.17E-4
5.168,10.702,1.164E-4,
5.168,,,7.17E-4
5.168,10.701,1.164E-4,
5.168,,,7.17E-4
5.168,10.701,7.124E-5,
5.169,,,7.17E-4
5.169,10.702,1.054E-4,
5.169,,,7.17E-4
5.169,10.702,1.091E-4,
5.170,,,7.17E-4
5.170,10.701,8.467E-5,
5.170,,,7.17E-4
5.171,10.702,1.335E-4,
5.171,,,7.17E-4
5.171,10.702,1.250E-4,
5.171,,,7.17E-4
5.171,10.702,1.188E-4,
5.172,,,7.17E-4
5.172,10.701,1.201E-4,
5.172,,,7.17E-4
5.173,10.703,7.979E-5,
5.173,,,7.17E-4
5.173,10.702,1.188E-4,
5.173,,,7.18E-4
5.173,10.701,1.164E-4,
5.174,,,7.18E-4
5.174,10.702,9.810E-5,
5.174,,,7.18E-4
5.174,10.702,9.932E-5,
5.175,,,7.18E-4
5.175,10.702,1.201E-4,
5.175,,,7.18E-4
5.176,10.701,8.833E-5,
5.176,,,7.18E-4
5.176,10.701,1.018E-4,
5.176,,,7.18E-4
5.176,10.702,1.127E-4,
5.177,,,7.18E-4
5.177,10.701,4.927E-5,
5.177,,,7.18E-4
5.177,10.700,8.467E-5,
5.178,,,7.18E-4
5.178,10.701,6.758E-5,
5.178,,,7.18E-4
5.179,10.701,7.490E-5,
5.179,,,7.18E-4
5.179,10.702,1.274E-4,
5.179,,,7.18E-4
5.179,10.701,1.286E-4,
5.180,,,7.18E-4
5.180,10.702,1.176E-4,
5.180,,,7.18E-4
5.181,10.701,1.176E-4,
5.181,,,7.18E-4
5.181,10.701,7.124E-5,
5.181,,,7.18E-4
5.181,10.701,1.103E-4,
5.182,,,7.18E-4
5.182,10.702,1.323E-4,
5.182,,,7.18E-4
5.182,10.701,6.758E-5,
5.183,,,7.18E-4
5.183,10.700,9.443E-5,
5.183,,,7.18E-4
5.184,10.702,1.140E-4,
5.184,,,7.19E-4
5.184,10.701,1.042E-4,
5.184,,,7.19E-4
5.184,10.700,1.201E-4,
5.185,,,7.19E-4
5.185,10.701,1.127E-4,
5.185,,,7.19E-4
5.185,10.701,1.066E-4,
5.186,,,7.19E-4
5.186,10.700,1.262E-4,
5.186,,,7.19E-4
5.186,10.701,1.396E-4,
5.187,,,7.19E-4
5.187,10.701,1.494E-4,
5.187,,,7.19E-4
5.187,10.701,1.262E-4,
5.188,,,7.19E-4
5.188,10.701,1.005E-4,
5.188,,,7.19E-4
5.189,10.700,1.420E-4,
5.189,,,7.19E-4
5.189,10.701,1.286E-4,
5.189,,,7.19E-4
5.189,10.702,1.250E-4,
5.190,,,7.19E-4
5.190,10.700,7.734E-5,
5.190,,,7.19E-4
5.190,10.701,1.140E-4,
5.191,,,7.19E-4
5.191,10.701,1.152E-4,
5.191,,,7.19E-4
5.192,10.701,1.188E-4,
5.192,,,7.20E-4
5.192,10.701,9.932E-5,
5.192,,,7.20E-4
5.192,10.701,1.237E-4,
5.193,,,7.20E-4
5.193,10.700,6.636E-5,
5.193,,,7.20E-4
5.193,10.701,7.368E-5,
5.194,,,7.20E-4
5.194,10.701,1.140E-4,
5.194,,,7.20E-4
5.194,10.702,1.005E-4,
5.195,,,7.20E-4
5.195,10.700,9.932E-5,
5.195,,,7.20E-4
5.195,10.701,1.127E-4,
5.196,,,7.20E-4
5.196,10.701,1.201E-4,
5.196,,,7.20E-4
5.197,10.701,8.711E-5,
5.197,,,7.20E-4
5.197,10.701,1.176E-4,
5.197,,,7.20E-4
5.197,10.701,8.955E-5,
5.198,,,7.20E-4
5.198,10.701,1.152E-4,
5.198,,,7.20E-4
5.198,10.701,9.077E-5,
5.199,,,7.20E-4
5.199,10.700,1.396E-4,
5.199,,,7.20E-4
5.200,10.700,1.005E-4,
5.200,,,7.20E-4
5.200,10.700,1.140E-4,
5.200,,,7.20E-4
5.200,10.701,9.443E-5,
5.201,,,7.20E-4
5.201,10.701,7.368E-5,
5.201,,,7.20E-4
5.201,10.701,1.066E-4,
5.202,,,7.21E-4
5.202,10.701,1.188E-4,
5.202,,,7.21E-4
5.202,10.702,1.152E-4,
5.203,,,7.21E-4
5.203,10.701,1.530E-4,
5.203,,,7.21E-4
5.203,10.701,8.955E-5,
5.204,,,7.21E-4
5.204,10.702,1.286E-4,
5.204,,,7.21E-4
5.205,10.701,1.005E-4,
5.205,,,7.21E-4
5.205,10.702,8.223E-5,
5.205,,,7.21E-4
5.205,10.702,7.856E-5,
5.206,,,7.21E-4
5.206,10.701,1.433E-4,
5.206,,,7.21E-4
5.206,10.702,1.079E-4,
5.207,,,7.21E-4
5.207,10.702,1.262E-4,
5.207,,,7.21E-4
5.208,10.701,8.467E-5,
5.208,,,7.21E-4
5.208,10.702,8.345E-5,
5.208,,,7.21E-4
5.208,10.702,1.359E-4,
5.209,,,7.21E-4
5.209,10.703,1.042E-4,
5.209,,,7.21E-4
5.209,10.702,1.030E-4,
5.210,,,7.21E-4
5.210,10.702,1.213E-4,
5.210,,,7.21E-4
5.210,10.700,1.091E-4,
5.211,,,7.22E-4
5.211,10.702,9.321E-5,
5.211,,,7.22E-4
5.211,10.702,5.903E-5,
5.212,,,7.22E-4
5.212,10.703,9.810E-5,
5.212,,,7.22E-4
5.213,10.703,8.345E-5,
5.213,,,7.22E-4
5.213,10.700,1.127E-4,
5.213,,,7.22E-4
5.213,10.703,9.565E-5,
5.214,,,7.22E-4
5.214,10.701,9.565E-5,
5.214,,,7.22E-4
5.214,10.702,7.368E-5,
5.215,,,7.22E-4
5.215,10.702,1.005E-4,
5.215,,,7.22E-4
5.216,10.702,1.188E-4,
5.216,,,7.22E-4
5.216,10.702,7.856E-5,
5.216,,,7.22E-4
5.216,10.702,8.589E-5,
5.217,,,7.22E-4
5.217,10.703,1.311E-4,
5.217,,,7.22E-4
5.217,10.702,1.018E-4,
5.218,,,7.22E-4
5.218,10.703,9.443E-5,
5.218,,,7.22E-4
5.218,10.701,9.199E-5,
5.219,,,7.22E-4
5.219,10.703,1.335E-4,
5.219,,,7.22E-4
5.219,10.702,1.201E-4,
5.220,,,7.22E-4
5.220,10.703,8.955E-5,
5.220,,,7.22E-4
5.221,10.702,1.127E-4,
5.221,,,7.23E-4
5.221,10.703,1.347E-4,
5.221,,,7.23E-4
5.221,10.702,8.711E-5,
5.222,,,7.23E-4
5.222,10.703,1.225E-4,
5.222,,,7.23E-4
5.222,10.704,1.152E-4,
5.223,,,7.23E-4
5.223,10.703,1.225E-4,
5.223,,,7.23E-4
5.224,10.702,8.223E-5,
5.224,,,7.23E-4
5.224,10.703,1.567E-4,
5.224,,,7.23E-4
5.224,10.701,1.201E-4,
5.225,,,7.23E-4
5.225,10.702,9.077E-5,
5.225,,,7.23E-4
5.225,10.702,7.612E-5,
5.226,,,7.23E-4
5.226,10.701,7.490E-5,
5.226,,,7.23E-4
5.226,10.702,8.589E-5,
5.227,,,7.23E-4
5.227,10.702,8.833E-5,
5.227,,,7.23E-4
5.227,10.702,7.856E-5,
5.228,,,7.23E-4
5.228,10.702,5.537E-5,
5.228,,,7.23E-4
5.229,10.704,1.005E-4,
5.229,,,7.23E-4
5.229,10.702,1.005E-4,
5.229,,,7.23E-4
5.229,10.701,1.274E-4,
5.230,,,7.23E-4
5.230,10.701,1.091E-4,
5.230,,,7.23E-4
5.230,10.703,8.711E-5,
5.231,,,7.24E-4
5.231,10.702,9.565E-5,
5.231,,,7.24E-4
5.232,10.701,1.079E-4,
5.232,,,7.24E-4
5.232,10.702,8.955E-5,
5.232,,,7.24E-4
5.232,10.703,1.494E-4,
5.233,,,7.24E-4
5.233,10.702,1.018E-4,
5.233,,,7.24E-4
5.233,10.703,9.443E-5,
5.234,,,7.24E-4
5.234,10.702,9.687E-5,
5.234,,,7.24E-4
5.234,10.703,1.396E-4,
5.235,,,7.24E-4
5.235,10.702,9.077E-5,
5.235,,,7.24E-4
5.235,10.701,1.262E-4,
5.236,,,7.24E-4
5.236,10.701,1.079E-4,
5.236,,,7.24E-4
5.237,10.702,1.347E-4,
5.237,,,7.24E-4
5.237,10.702,1.054E-4,
5.237,,,7.24E-4
5.237,10.703,1.079E-4,
5.238,,,7.24E-4
5.238,10.702,1.213E-4,
5.238,,,7.24E-4
5.238,10.702,9.321E-5,
5.239,,,7.24E-4
5.239,10.701,1.372E-4,
5.239,,,7.24E-4
5.240,10.703,1.018E-4,
5.240,,,7.25E-4
5.240,10.702,8.833E-5,
5.240,,,7.25E-4
5.240,10.703,1.225E-4,
5.241,,,7.25E-4
5.241,10.702,1.054E-4,
5.241,,,7.25E-4
5.241,10.702,9.443E-5,
5.242,,,7.25E-4
5.242,10.702,9.687E-5,
5.242,,,7.25E-4
5.242,10.702,1.018E-4,
5.243,,,7.25E-4
5.243,10.703,6.758E-5,
5.243,,,7.25E-4
5.243,10.701,8.833E-5,
5.244,,,7.25E-4
5.244,10.702,1.018E-4,
5.244,,,7.25E-4
5.245,10.703,1.738E-4,
5.245,,,7.25E-4
5.245,10.703,1.042E-4,
5.245,,,7.25E-4
5.245,10.702,1.457E-4,
5.246,,,7.25E-4
5.246,10.703,5.781E-5,
5.246,,,7.25E-4
5.246,10.702,8.711E-5,
5.247,,,7.25E-4
5.247,10.702,4.683E-5,
5.247,,,7.25E-4
5.248,10.703,1.250E-4,
5.248,,,7.25E-4
5.248,10.703,1.311E-4,
5.248,,,7.25E-4
5.248,10.702,6.758E-5,
5.249,,,7.25E-4
5.249,10.703,8.101E-5,
5.249,,,7.25E-4
5.250,10.702,1.115E-4,
5.250,,,7.25E-4
5.250,10.703,5.781E-5,
5.250,,,7.26E-4
5.250,10.702,9.443E-5,
5.251,,,7.26E-4
5.251,10.702,9.932E-5,
5.251,,,7.26E-4
5.251,10.702,1.201E-4,
5.252,,,7.26E-4
5.252,10.703,1.274E-4,
5.252,,,7.26E-4
5.253,10.703,1.115E-4,
5.253,,,7.26E-4
5.253,10.702,1.420E-4,
5.253,,,7.26E-4
5.253,10.703,1.347E-4,
5.254,,,7.26E-4
5.254,10.702,7.734E-5,
5.254,,,7.26E-4
5.254,10.703,1.652E-4,
5.255,,,7.26E-4
5.255,10.703,1.201E-4,
5.255,,,7.26E-4
5.256,10.703,1.054E-4,
5.256,,,7.26E-4
5.256,10.703,1.030E-4,
5.256,,,7.26E-4
5.256,10.703,1.176E-4,
5.257,,,7.26E-4
5.257,10.702,9.321E-5,
5.257,,,7.26E-4
5.258,10.703,1.262E-4,
5.258,,,7.26E-4
5.258,10.703,1.140E-4,
5.258,,,7.26E-4
5.258,10.704,1.286E-4,
5.259,,,7.27E-4
5.259,10.704,1.127E-4,
5.259,,,7.27E-4
5.259,10.702,8.711E-5,
5.260,,,7.27E-4
5.260,10.703,1.274E-4,
5.260,,,7.27E-4
5.261,10.703,1.237E-4,
5.261,,,7.27E-4
5.261,10.703,1.274E-4,
5.261,,,7.27E-4
5.261,10.703,1.250E-4,
5.262,,,7.27E-4
5.262,10.702,1.384E-4,
5.262,,,7.27E-4
5.262,10.704,8.223E-5,
5.263,,,7.27E-4
5.263,10.703,9.687E-5,
5.263,,,7.27E-4
5.264,10.703,1.152E-4,
5.264,,,7.27E-4
5.264,10.703,9.321E-5,
5.264,,,7.27E-4
5.264,10.703,1.030E-4,
5.265,,,7.27E-4
5.265,10.703,1.152E-4,
5.265,,,7.27E-4
5.266,10.703,1.152E-4,
5.266,,,7.27E-4
5.266,10.703,1.103E-4,
5.266,,,7.27E-4
5.266,10.703,9.810E-5,
5.267,,,7.27E-4
5.267,10.703,1.115E-4,
5.267,,,7.27E-4
5.267,10.704,1.237E-4,
5.268,,,7.28E-4
5.268,10.703,8.711E-5,
5.268,,,7.28E-4
5.269,10.704,1.311E-4,
5.269,,,7.28E-4
5.269,10.702,1.115E-4,
5.269,,,7.28E-4
5.269,10.703,1.079E-4,
5.270,,,7.28E-4
5.270,10.703,1.066E-4,
5.270,,,7.28E-4
5.270,10.704,1.250E-4,
5.271,,,7.28E-4
5.271,10.704,1.152E-4,
5.271,,,7.28E-4
5.272,10.703,1.481E-4,
5.272,,,7.28E-4
5.272,10.703,1.262E-4,
5.272,,,7.28E-4
5.272,10.703,9.810E-5,
5.273,,,7.28E-4
5.273,10.704,8.833E-5,
5.273,,,7.28E-4
5.274,10.703,8.223E-5,
5.274,,,7.28E-4
5.274,10.703,1.359E-4,
5.274,,,7.28E-4
5.274,10.704,9.932E-5,
5.275,,,7.28E-4
5.275,10.703,1.005E-4,
5.275,,,7.28E-4
5.275,10.704,7.368E-5,
5.276,,,7.28E-4
5.276,10.704,1.103E-4,
5.276,,,7.28E-4
5.277,10.704,1.103E-4,
5.277,,,7.29E-4
5.277,10.703,1.286E-4,
5.277,,,7.29E-4
5.277,10.704,1.237E-4,
5.278,,,7.29E-4
5.278,10.704,8.467E-5,
5.278,,,7.29E-4
5.278,10.704,9.443E-5,
5.279,,,7.29E-4
5.279,10.704,1.262E-4,
5.279,,,7.29E-4
5.280,10.705,1.164E-4,
5.280,,,7.29E-4
5.280,10.705,1.115E-4,
5.280,,,7.29E-4
5.280,10.705,6.758E-5,
5.281,,,7.29E-4
5.281,10.705,5.537E-5,
5.281,,,7.29E-4
5.282,10.705,1.164E-4,
5.282,,,7.29E-4
5.282,10.705,1.091E-4,
5.282,,,7.29E-4
5.282,10.704,7.612E-5,
5.283,,,7.29E-4
5.283,10.705,8.955E-5,
5.283,,,7.29E-4
5.283,10.705,8.589E-5,
5.284,,,7.29E-4
5.284,10.707,1.152E-4,
5.284,,,7.29E-4
5.285,10.705,1.152E-4,
5.285,,,7.29E-4
5.285,10.706,1.604E-4,
5.285,,,7.29E-4
5.285,10.705,1.225E-4,
5.286,,,7.29E-4
5.286,10.705,7.612E-5,
5.286,,,7.29E-4
5.286,10.705,1.152E-4,
5.287,,,7.30E-4
5.287,10.705,1.127E-4,
5.287,,,7.30E-4
5.288,10.705,1.420E-4,
5.288,,,7.30E-4
5.288,10.705,1.164E-4,
5.288,,,7.30E-4
5.288,10.705,7.979E-5,
5.289,,,7.30E-4
5.289,10.706,1.152E-4,
5.289,,,7.30E-4
5.290,10.705,9.443E-5,
5.290,,,7.30E-4
5.290,10.705,1.054E-4,
5.290,,,7.30E-4
5.290,10.706,1.335E-4,
5.291,,,7.30E-4
5.291,10.706,1.323E-4,
5.291,,,7.30E-4
5.291,10.704,6.880E-5,
5.292,,,7.30E-4
5.292,10.705,1.420E-4,
5.292,,,7.30E-4
5.293,10.704,1.115E-4,
5.293,,,7.30E-4
5.293,10.704,8.467E-5,
5.293,,,7.30E-4
5.293,10.705,1.262E-4,
5.294,,,7.30E-4
5.294,10.706,1.201E-4,
5.294,,,7.30E-4
5.294,10.705,8.223E-5,
5.295,,,7.30E-4
5.295,10.705,1.274E-4,
5.295,,,7.31E-4
5.296,10.706,1.176E-4,
5.296,,,7.31E-4
5.296,10.706,1.140E-4,
5.296,,,7.31E-4
5.296,10.705,5.049E-5,
5.297,,,7.31E-4
5.297,10.705,1.201E-4,
5.297,,,7.31E-4
5.298,10.705,1.042E-4,
5.298,,,7.31E-4
5.298,10.705,1.201E-4,
5.298,,,7.31E-4
5.298,10.705,1.225E-4,
5.299,,,7.31E-4
5.299,10.705,8.467E-5,
5.299,,,7.31E-4
5.299,10.705,1.323E-4,
5.300,,,7.31E-4
5.300,10.704,1.262E-4,
5.300,,,7.31E-4
5.301,10.705,8.345E-5,
5.301,,,7.31E-4
5.301,10.705,1.176E-4,
5.301,,,7.31E-4
5.301,10.705,1.506E-4,
5.302,,,7.31E-4
5.302,10.706,1.420E-4,
5.302,,,7.31E-4
5.302,10.704,7.734E-5,
5.303,,,7.31E-4
5.303,10.705,1.091E-4,
5.303,,,7.31E-4
5.304,10.705,1.176E-4,
5.304,,,7.31E-4
5.304,10.705,1.384E-4,
5.304,,,7.32E-4
5.304,10.704,1.323E-4,
5.305,,,7.32E-4
5.305,10.704,1.042E-4,
5.305,,,7.32E-4
5.306,10.705,1.359E-4,
5.306,,,7.32E-4
5.306,10.706,1.079E-4,
5.306,,,7.32E-4
5.306,10.704,1.225E-4,
5.307,,,7.32E-4
5.307,10.704,1.079E-4,
5.307,,,7.32E-4
5.307,10.705,1.213E-4,
5.308,,,7.32E-4
5.308,10.705,1.579E-4,
5.308,,,7.32E-4
5.309,10.704,9.810E-5,
5.309,,,7.32E-4
5.309,10.704,1.225E-4,
5.309,,,7.32E-4
5.309,10.704,1.054E-4,
5.310,,,7.32E-4
5.310,10.705,1.018E-4,
5.310,,,7.32E-4
5.310,10.704,9.687E-5,
5.311,,,7.32E-4
5.311,10.704,7.124E-5,
5.311,,,7.32E-4
5.312,10.704,7.490E-5,
5.312,,,7.32E-4
5.312,10.704,1.127E-4,
5.312,,,7.32E-4
5.312,10.703,5.903E-5,
5.313,,,7.32E-4
5.313,10.705,1.127E-4,
5.313,,,7.32E-4
5.314,10.705,1.152E-4,
5.314,,,7.33E-4
5.314,10.703,7.856E-5,
5.314,,,7.33E-4
5.314,10.704,8.467E-5,
5.315,,,7.33E-4
5.315,10.704,1.250E-4,
5.315,,,7.33E-4
5.315,10.704,1.213E-4,
5.316,,,7.33E-4
5.316,10.704,8.955E-5,
5.316,,,7.33E-4
5.317,10.704,1.298E-4,
5.317,,,7.33E-4
5.317,10.703,1.066E-4,
5.317,,,7.33E-4
5.317,10.704,1.250E-4,
5.318,,,7.33E-4
5.318,10.704,1.066E-4,
5.318,,,7.33E-4
5.318,10.704,1.115E-4,
5.319,,,7.33E-4
5.319,10.704,6.270E-5,
5.319,,,7.33E-4
5.319,10.703,1.628E-4,
5.320,,,7.33E-4
5.320,10.703,1.262E-4,
5.320,,,7.33E-4
5.320,10.704,7.124E-5,
5.321,,,7.33E-4
5.321,10.702,1.335E-4,
5.321,,,7.33E-4
5.322,10.702,6.880E-5,
5.322,,,7.33E-4
5.322,10.703,9.810E-5,
5.322,,,7.33E-4
5.322,10.703,8.833E-5,
5.323,,,7.33E-4
5.323,10.703,9.077E-5,
5.323,,,7.34E-4
5.323,10.703,1.030E-4,
5.324,,,7.34E-4
5.324,10.703,1.127E-4,
5.324,,,7.34E-4
5.325,10.703,1.225E-4,
5.325,,,7.34E-4
5.325,10.703,1.262E-4,
5.325,,,7.34E-4
5.325,10.703,9.321E-5,
5.326,,,7.34E-4
5.326,10.702,1.188E-4,
5.326,,,7.34E-4
5.326,10.703,1.237E-4,
5.327,,,7.34E-4
5.327,10.702,8.589E-5,
5.327,,,7.34E-4
5.327,10.702,1.164E-4,
5.328,,,7.34E-4
5.328,10.704,9.687E-5,
5.328,,,7.34E-4
5.328,10.702,9.199E-5,
5.329,,,7.34E-4
5.329,10.702,1.091E-4,
5.329,,,7.34E-4
5.330,10.701,8.223E-5,
5.330,,,7.34E-4
5.330,10.702,9.077E-5,
5.330,,,7.34E-4
5.330,10.702,7.124E-5,
5.331,,,7.34E-4
5.331,10.702,8.345E-5,
5.331,,,7.34E-4
5.331,10.702,8.467E-5,
5.332,,,7.34E-4
5.332,10.702,6.636E-5,
5.332,,,7.34E-4
5.333,10.702,9.443E-5,
5.333,,,7.34E-4
5.333,10.702,7.490E-5,
5.333,,,7.35E-4
5.333,10.703,7.246E-5,
5.334,,,7.35E-4
