"Time (s) Run #1","Voltage, Ch A (V) Run #1","Current, Ch D (A) Run #1","Charge (C) Run #1"
8.164,,,0.19
8.165,9.866,0.005,
8.165,,,0.19
8.165,9.866,0.005,
8.165,,,0.19
8.166,9.866,0.005,
8.166,,,0.19
8.166,9.866,0.005,
8.166,,,0.19
8.167,9.867,0.005,
8.167,,,0.19
8.167,9.867,0.005,
8.167,,,0.19
8.168,9.866,0.005,
8.168,,,0.19
8.168,9.867,0.005,
8.168,,,0.19
8.169,9.866,0.005,
8.169,,,0.19
8.169,9.866,0.005,
8.169,,,0.19
8.169,9.867,0.005,
8.170,,,0.19
8.170,9.867,0.005,
8.170,,,0.19
8.171,9.866,0.005,
8.171,,,0.19
8.171,9.866,0.005,
8.171,,,0.19
8.172,9.866,0.005,
8.172,,,0.19
8.172,9.868,0.006,
8.172,,,0.19
8.173,9.867,0.005,
8.173,,,0.19
8.173,9.867,0.005,
8.173,,,0.19
8.174,9.866,0.005,
8.174,,,0.19
8.174,9.867,0.005,
8.174,,,0.19
8.175,9.867,0.005,
8.175,,,0.19
8.175,9.867,0.005,
8.175,,,0.19
8.176,9.868,0.005,
8.176,,,0.19
8.176,9.866,0.005,
8.176,,,0.19
8.177,9.867,0.005,
8.177,,,0.19
8.177,9.868,0.005,
8.177,,,0.19
8.178,9.867,0.005,
8.178,,,0.19
8.178,9.869,0.005,
8.178,,,0.19
8.179,9.868,0.005,
8.179,,,0.19
8.179,9.868,0.005,
8.179,,,0.19
8.180,9.868,0.005,
8.180,,,0.19
8.180,9.867,0.005,
8.180,,,0.19
8.181,9.867,0.005,
8.181,,,0.19
8.181,9.869,0.005,
8.181,,,0.19
8.182,9.867,0.005,
8.182,,,0.19
8.182,9.868,0.005,
8.182,,,0.19
8.183,9.869,0.005,
8.183,,,0.19
8.183,9.868,0.005,
8.183,,,0.19
8.184,9.868,0.005,
8.184,,,0.19
8.184,9.868,0.005,
8.184,,,0.19
8.185,9.868,0.005,
8.185,,,0.19
8.185,9.869,0.005,
8.185,,,0.19
8.185,9.868,0.005,
8.186,,,0.19
8.186,9.868,0.005,
8.186,,,0.19
8.187,9.869,0.005,
8.187,,,0.19
8.187,9.870,0.005,
8.187,,,0.19
8.188,9.868,0.005,
8.188,,,0.19
8.188,9.869,0.005,
8.188,,,0.19
8.189,9.869,0.005,
8.189,,,0.19
8.189,9.869,0.005,
8.189,,,0.19
8.190,9.869,0.005,
8.190,,,0.19
8.190,9.870,0.005,
8.190,,,0.19
8.191,9.869,0.005,
8.191,,,0.19
8.191,9.868,0.005,
8.191,,,0.19
8.192,9.868,0.005,
8.192,,,0.19
8.192,9.870,0.005,
8.192,,,0.19
8.193,9.870,0.005,
8.193,,,0.19
8.193,9.868,0.005,
8.193,,,0.19
8.194,9.869,0.005,
8.194,,,0.19
8.194,9.869,0.005,
8.194,,,0.19
8.195,9.869,0.005,
8.195,,,0.19
8.195,9.869,0.005,
8.195,,,0.19
8.196,9.870,0.005,
8.196,,,0.19
8.196,9.869,0.005,
8.196,,,0.19
8.197,9.868,0.005,
8.197,,,0.19
8.197,9.869,0.005,
8.197,,,0.19
8.198,9.869,0.005,
8.198,,,0.19
8.198,9.870,0.005,
8.198,,,0.19
8.199,9.869,0.005,
8.199,,,0.19
8.199,9.871,0.005,
8.199,,,0.19
8.200,9.870,0.005,
8.200,,,0.19
8.200,9.870,0.005,
8.200,,,0.19
8.201,9.870,0.005,
8.201,,,0.19
8.201,9.870,0.005,
8.201,,,0.19
8.201,9.870,0.005,
8.202,,,0.19
8.202,9.870,0.005,
8.202,,,0.19
8.203,9.870,0.005,
8.203,,,0.19
8.203,9.870,0.005,
8.203,,,0.19
8.204,9.870,0.005,
8.204,,,0.19
8.204,9.870,0.005,
8.204,,,0.19
8.205,9.871,0.005,
8.205,,,0.19
8.205,9.871,0.005,
8.205,,,0.19
8.206,9.871,0.005,
8.206,,,0.19
8.206,9.870,0.005,
8.206,,,0.19
8.207,9.871,0.005,
8.207,,,0.19
8.207,9.871,0.005,
8.207,,,0.19
8.208,9.871,0.005,
8.208,,,0.19
8.208,9.871,0.005,
8.208,,,0.19
8.209,9.872,0.005,
8.209,,,0.19
8.209,9.871,0.005,
8.209,,,0.19
8.210,9.871,0.005,
8.210,,,0.19
8.210,9.871,0.005,
8.210,,,0.19
8.211,9.871,0.005,
8.211,,,0.19
8.211,9.871,0.005,
8.211,,,0.19
8.212,9.871,0.005,
8.212,,,0.19
8.212,9.872,0.005,
8.212,,,0.19
8.213,9.871,0.005,
8.213,,,0.19
8.213,9.870,0.005,
8.213,,,0.19
8.214,9.872,0.005,
8.214,,,0.19
8.214,9.872,0.005,
8.214,,,0.19
8.215,9.871,0.005,
8.215,,,0.19
8.215,9.871,0.005,
8.215,,,0.19
8.216,9.871,0.005,
8.216,,,0.19
8.216,9.872,0.005,
8.216,,,0.19
8.217,9.871,0.005,
8.217,,,0.19
8.217,9.872,0.005,
8.217,,,0.19
8.217,9.872,0.005,
8.218,,,0.19
8.218,9.871,0.005,
8.218,,,0.19
8.219,9.871,0.005,
8.219,,,0.19
8.219,9.872,0.005,
8.219,,,0.19
8.220,9.873,0.005,
8.220,,,0.19
8.220,9.871,0.005,
8.220,,,0.19
8.221,9.873,0.005,
8.221,,,0.19
8.221,9.872,0.005,
8.221,,,0.19
8.222,9.871,0.005,
8.222,,,0.19
8.222,9.872,0.005,
8.222,,,0.19
8.223,9.873,0.005,
8.223,,,0.19
8.223,9.873,0.005,
8.223,,,0.19
8.224,9.871,0.005,
8.224,,,0.19
8.224,9.872,0.005,
8.224,,,0.19
8.225,9.873,0.005,
8.225,,,0.19
8.225,9.873,0.005,
8.225,,,0.19
8.226,9.872,0.005,
8.226,,,0.19
8.226,9.873,0.005,
8.226,,,0.19
8.227,9.873,0.005,
8.227,,,0.19
8.227,9.872,0.005,
8.227,,,0.19
8.228,9.872,0.005,
8.228,,,0.19
8.228,9.873,0.005,
8.228,,,0.19
8.229,9.873,0.005,
8.229,,,0.19
8.229,9.872,0.005,
8.229,,,0.19
8.230,9.874,0.005,
8.230,,,0.19
8.230,9.874,0.005,
8.230,,,0.19
8.231,9.873,0.005,
8.231,,,0.19
8.231,9.873,0.005,
8.231,,,0.19
8.232,9.873,0.005,
8.232,,,0.19
8.232,9.873,0.005,
8.232,,,0.19
8.233,9.873,0.005,
8.233,,,0.19
8.233,9.874,0.005,
8.233,,,0.19
8.233,9.874,0.005,
8.234,,,0.19
8.234,9.874,0.005,
8.234,,,0.19
8.235,9.873,0.005,
8.235,,,0.19
8.235,9.874,0.005,
8.235,,,0.19
8.236,9.874,0.005,
8.236,,,0.19
8.236,9.874,0.005,
8.236,,,0.19
8.237,9.874,0.005,
8.237,,,0.19
8.237,9.874,0.005,
8.237,,,0.19
8.238,9.874,0.005,
8.238,,,0.19
8.238,9.874,0.005,
8.238,,,0.19
8.239,9.875,0.005,
8.239,,,0.19
8.239,9.875,0.005,
8.239,,,0.19
8.240,9.874,0.005,
8.240,,,0.19
8.240,9.874,0.005,
8.240,,,0.19
8.241,9.875,0.005,
8.241,,,0.19
8.241,9.875,0.005,
8.241,,,0.19
8.242,9.874,0.005,
8.242,,,0.19
8.242,9.875,0.005,
8.242,,,0.19
8.243,9.875,0.005,
8.243,,,0.19
8.243,9.874,0.005,
8.243,,,0.19
8.244,9.874,0.005,
8.244,,,0.19
8.244,9.875,0.005,
8.244,,,0.19
8.245,9.875,0.005,
8.245,,,0.19
8.245,9.875,0.005,
8.245,,,0.19
8.246,9.875,0.005,
8.246,,,0.19
8.246,9.875,0.005,
8.246,,,0.19
8.247,9.875,0.005,
8.247,,,0.19
8.247,9.875,0.005,
8.247,,,0.19
8.248,9.875,0.005,
8.248,,,0.19
8.248,9.875,0.005,
8.248,,,0.19
8.249,9.875,0.005,
8.249,,,0.19
8.249,9.876,0.005,
8.249,,,0.19
8.250,9.875,0.005,
8.250,,,0.19
8.250,9.875,0.005,
8.250,,,0.19
8.251,9.875,0.005,
8.251,,,0.19
8.251,9.876,0.005,
8.251,,,0.19
8.252,9.875,0.005,
8.252,,,0.19
8.252,9.875,0.005,
8.252,,,0.19
8.253,9.875,0.005,
8.253,,,0.19
8.253,9.876,0.005,
8.253,,,0.19
8.254,9.875,0.005,
8.254,,,0.19
8.254,9.876,0.005,
8.254,,,0.19
8.255,9.876,0.005,
8.255,,,0.19
8.255,9.877,0.005,
8.255,,,0.19
8.256,9.876,0.005,
8.256,,,0.19
8.256,9.875,0.005,
8.256,,,0.19
8.257,9.876,0.005,
8.257,,,0.19
8.257,9.875,0.005,
8.257,,,0.19
8.258,9.876,0.005,
8.258,,,0.19
8.258,9.876,0.005,
8.258,,,0.19
8.259,9.877,0.005,
8.259,,,0.19
8.259,9.877,0.005,
8.259,,,0.19
8.260,9.877,0.005,
8.260,,,0.19
8.260,9.875,0.005,
8.260,,,0.19
8.261,9.876,0.005,
8.261,,,0.19
8.261,9.875,0.005,
8.261,,,0.19
8.262,9.878,0.005,
8.262,,,0.19
8.262,9.878,0.005,
8.262,,,0.19
8.262,9.875,0.005,
8.263,,,0.19
8.263,9.876,0.005,
8.263,,,0.19
8.264,9.876,0.005,
8.264,,,0.19
8.264,9.877,0.005,
8.264,,,0.19
8.265,9.876,0.005,
8.265,,,0.19
8.265,9.876,0.005,
8.265,,,0.19
8.266,9.878,0.005,
8.266,,,0.19
8.266,9.877,0.005,
8.266,,,0.19
8.267,9.877,0.005,
8.267,,,0.19
8.267,9.877,0.005,
8.267,,,0.19
8.268,9.878,0.005,
8.268,,,0.19
8.268,9.876,0.005,
8.268,,,0.19
8.269,9.878,0.005,
8.269,,,0.19
8.269,9.878,0.005,
8.269,,,0.19
8.270,9.877,0.005,
8.270,,,0.19
8.270,9.878,0.005,
8.270,,,0.19
8.271,9.878,0.005,
8.271,,,0.19
8.271,9.878,0.005,
8.271,,,0.19
8.272,9.877,0.005,
8.272,,,0.19
8.272,9.878,0.005,
8.272,,,0.19
8.273,9.878,0.005,
8.273,,,0.19
8.273,9.878,0.005,
8.273,,,0.19
8.274,9.877,0.005,
8.274,,,0.19
8.274,9.878,0.005,
8.274,,,0.19
8.275,9.878,0.005,
8.275,,,0.19
8.275,9.878,0.005,
8.275,,,0.19
8.276,9.879,0.005,
8.276,,,0.19
8.276,9.878,0.005,
8.276,,,0.19
8.277,9.878,0.005,
8.277,,,0.19
8.277,9.877,0.005,
8.277,,,0.19
8.278,9.878,0.005,
8.278,,,0.19
8.278,9.878,0.005,
8.278,,,0.19
8.278,9.879,0.005,
8.279,,,0.19
8.279,9.877,0.005,
8.279,,,0.19
8.280,9.878,0.005,
8.280,,,0.19
8.280,9.879,0.005,
8.280,,,0.19
8.281,9.879,0.005,
8.281,,,0.19
8.281,9.879,0.005,
8.281,,,0.19
8.282,9.878,0.005,
8.282,,,0.19
8.282,9.880,0.005,
8.282,,,0.19
8.283,9.878,0.005,
8.283,,,0.19
8.283,9.879,0.005,
8.283,,,0.19
8.284,9.879,0.005,
8.284,,,0.19
8.284,9.879,0.005,
8.284,,,0.19
8.285,9.878,0.005,
8.285,,,0.19
8.285,9.880,0.005,
8.285,,,0.19
8.286,9.879,0.005,
8.286,,,0.19
8.286,9.878,0.005,
8.286,,,0.19
8.287,9.880,0.005,
8.287,,,0.19
8.287,9.880,0.005,
8.287,,,0.19
8.288,9.879,0.005,
8.288,,,0.19
8.288,9.878,0.005,
8.288,,,0.19
8.289,9.881,0.005,
8.289,,,0.19
8.289,9.880,0.005,
8.289,,,0.19
8.290,9.879,0.005,
8.290,,,0.19
8.290,9.880,0.005,
8.290,,,0.19
8.291,9.880,0.005,
8.291,,,0.19
8.291,9.880,0.005,
8.291,,,0.19
8.292,9.879,0.005,
8.292,,,0.19
8.292,9.880,0.005,
8.292,,,0.19
8.293,9.880,0.005,
8.293,,,0.19
8.293,9.880,0.005,
8.293,,,0.19
8.294,9.880,0.005,
8.294,,,0.19
8.294,9.881,0.005,
8.294,,,0.19
8.294,9.880,0.005,
8.295,,,0.19
8.295,9.880,0.005,
8.295,,,0.19
8.296,9.880,0.005,
8.296,,,0.19
8.296,9.881,0.005,
8.296,,,0.19
8.297,9.879,0.005,
8.297,,,0.19
8.297,9.881,0.005,
8.297,,,0.19
8.298,9.881,0.005,
8.298,,,0.19
8.298,9.881,0.005,
8.298,,,0.19
8.299,9.881,0.005,
8.299,,,0.19
8.299,9.881,0.005,
8.299,,,0.19
8.300,9.881,0.005,
8.300,,,0.19
8.300,9.881,0.005,
8.300,,,0.19
8.301,9.880,0.005,
8.301,,,0.19
8.301,9.882,0.005,
8.301,,,0.19
8.302,9.881,0.005,
8.302,,,0.19
8.302,9.881,0.005,
8.302,,,0.19
8.303,9.881,0.005,
8.303,,,0.19
8.303,9.881,0.005,
8.303,,,0.19
8.304,9.881,0.005,
8.304,,,0.19
8.304,9.881,0.005,
8.304,,,0.19
8.305,9.881,0.005,
8.305,,,0.19
8.305,9.881,0.005,
8.305,,,0.19
8.306,9.882,0.005,
8.306,,,0.19
8.306,9.881,0.005,
8.306,,,0.19
8.307,9.883,0.005,
8.307,,,0.19
8.307,9.881,0.005,
8.307,,,0.19
8.308,9.881,0.005,
8.308,,,0.19
8.308,9.882,0.005,
8.308,,,0.19
8.309,9.882,0.005,
8.309,,,0.19
8.309,9.881,0.005,
8.309,,,0.19
8.310,9.883,0.005,
8.310,,,0.19
8.310,9.882,0.005,
8.310,,,0.19
8.310,9.881,0.005,
8.311,,,0.19
8.311,9.882,0.005,
8.311,,,0.19
8.312,9.883,0.005,
8.312,,,0.19
8.312,9.884,0.005,
8.312,,,0.19
8.313,9.882,0.005,
8.313,,,0.19
8.313,9.882,0.005,
8.313,,,0.19
8.314,9.883,0.005,
8.314,,,0.19
8.314,9.881,0.005,
8.314,,,0.19
8.315,9.883,0.005,
8.315,,,0.19
8.315,9.882,0.005,
8.315,,,0.19
8.316,9.883,0.005,
8.316,,,0.19
8.316,9.882,0.005,
8.316,,,0.19
8.317,9.883,0.005,
8.317,,,0.19
8.317,9.882,0.005,
8.317,,,0.19
8.318,9.883,0.005,
8.318,,,0.19
8.318,9.883,0.005,
8.318,,,0.19
8.319,9.882,0.005,
8.319,,,0.19
8.319,9.884,0.005,
8.319,,,0.19
8.320,9.883,0.005,
8.320,,,0.19
8.320,9.884,0.005,
8.320,,,0.19
8.321,9.882,0.005,
8.321,,,0.19
8.321,9.884,0.005,
8.321,,,0.19
8.322,9.884,0.005,
8.322,,,0.19
8.322,9.883,0.005,
8.322,,,0.19
8.323,9.883,0.005,
8.323,,,0.19
8.323,9.884,0.005,
8.323,,,0.19
8.324,9.882,0.005,
8.324,,,0.19
8.324,9.883,0.005,
8.324,,,0.19
8.325,9.884,0.005,
8.325,,,0.19
8.325,9.884,0.005,
8.325,,,0.19
8.326,9.883,0.005,
8.326,,,0.19
8.326,9.885,0.005,
8.326,,,0.19
8.326,9.884,0.005,
8.327,,,0.19
8.327,9.884,0.005,
8.327,,,0.19
8.328,9.884,0.005,
8.328,,,0.19
8.328,9.884,0.005,
8.328,,,0.19
8.329,9.884,0.005,
8.329,,,0.19
8.329,9.884,0.005,
8.329,,,0.19
8.330,9.884,0.005,
8.330,,,0.19
8.330,9.884,0.005,
8.330,,,0.19
8.331,9.884,0.005,
8.331,,,0.19
8.331,9.884,0.005,
8.331,,,0.19
8.332,9.885,0.005,
8.332,,,0.19
8.332,9.884,0.005,
8.332,,,0.19
8.333,9.883,0.005,
8.333,,,0.19
8.333,9.885,0.005,
8.333,,,0.19
8.334,9.885,0.005,
8.334,,,0.19
8.334,9.884,0.005,
8.334,,,0.19
8.335,9.884,0.005,
8.335,,,0.19
8.335,9.884,0.005,
8.335,,,0.19
8.336,9.886,0.005,
8.336,,,0.19
8.336,9.885,0.005,
8.336,,,0.19
8.337,9.885,0.005,
8.337,,,0.19
8.337,9.886,0.005,
8.337,,,0.19
8.338,9.885,0.005,
8.338,,,0.19
8.338,9.885,0.005,
8.338,,,0.19
8.339,9.884,0.005,
8.339,,,0.19
8.339,9.885,0.005,
8.339,,,0.19
8.340,9.885,0.005,
8.340,,,0.19
8.340,9.885,0.005,
8.340,,,0.19
8.341,9.887,0.005,
8.341,,,0.19
8.341,9.885,0.005,
8.341,,,0.19
8.342,9.885,0.005,
8.342,,,0.19
8.342,9.884,0.005,
8.342,,,0.19
8.342,9.887,0.005,
8.343,,,0.19
8.343,9.886,0.005,
8.343,,,0.19
8.344,9.885,0.005,
8.344,,,0.19
8.344,9.886,0.005,
8.344,,,0.19
8.345,9.885,0.005,
8.345,,,0.19
8.345,9.886,0.005,
8.345,,,0.19
8.346,9.886,0.005,
8.346,,,0.19
8.346,9.886,0.005,
8.346,,,0.19
8.347,9.886,0.005,
8.347,,,0.19
8.347,9.886,0.005,
8.347,,,0.19
8.348,9.886,0.005,
8.348,,,0.19
8.348,9.885,0.005,
8.348,,,0.19
8.349,9.885,0.005,
8.349,,,0.19
8.349,9.886,0.005,
8.349,,,0.19
8.350,9.886,0.005,
8.350,,,0.19
8.350,9.886,0.005,
8.350,,,0.19
8.351,9.885,0.005,
8.351,,,0.19
8.351,9.887,0.005,
8.351,,,0.19
8.352,9.888,0.005,
8.352,,,0.19
8.352,9.886,0.005,
8.352,,,0.19
8.353,9.885,0.005,
8.353,,,0.19
8.353,9.887,0.005,
8.353,,,0.19
8.354,9.886,0.005,
8.354,,,0.19
8.354,9.886,0.005,
8.354,,,0.19
8.355,9.886,0.005,
8.355,,,0.19
8.355,9.886,0.005,
8.355,,,0.19
8.356,9.887,0.005,
8.356,,,0.19
8.356,9.887,0.005,
8.356,,,0.19
8.357,9.887,0.005,
8.357,,,0.19
8.357,9.887,0.005,
8.357,,,0.19
8.358,9.887,0.005,
8.358,,,0.19
8.358,9.886,0.005,
8.358,,,0.19
8.358,9.886,0.005,
8.359,,,0.19
8.359,9.887,0.005,
8.359,,,0.19
8.360,9.887,0.005,
8.360,,,0.19
8.360,9.887,0.005,
8.360,,,0.19
8.361,9.886,0.005,
8.361,,,0.19
8.361,9.887,0.005,
8.361,,,0.19
8.362,9.886,0.005,
8.362,,,0.19
8.362,9.887,0.005,
8.362,,,0.19
8.363,9.887,0.005,
8.363,,,0.19
8.363,9.887,0.005,
8.363,,,0.19
8.364,9.887,0.005,
8.364,,,0.19
8.364,9.887,0.005,
8.364,,,0.19
8.365,9.888,0.005,
8.365,,,0.19
8.365,9.888,0.005,
8.365,,,0.19
8.366,9.889,0.005,
8.366,,,0.19
8.366,9.888,0.005,
8.366,,,0.19
8.367,9.887,0.005,
8.367,,,0.19
8.367,9.888,0.005,
8.367,,,0.19
8.368,9.888,0.005,
8.368,,,0.19
8.368,9.887,0.005,
8.368,,,0.19
8.369,9.887,0.005,
8.369,,,0.19
8.369,9.887,0.005,
8.369,,,0.19
8.370,9.889,0.005,
8.370,,,0.19
8.370,9.887,0.005,
8.370,,,0.19
8.371,9.888,0.005,
8.371,,,0.19
8.371,9.889,0.005,
8.371,,,0.19
8.372,9.887,0.005,
8.372,,,0.19
8.372,9.887,0.005,
8.372,,,0.19
8.373,9.888,0.005,
8.373,,,0.19
8.373,9.888,0.005,
8.373,,,0.19
8.374,9.888,0.005,
8.374,,,0.19
8.374,9.888,0.005,
8.374,,,0.19
8.375,9.889,0.005,
8.375,,,0.19
8.375,9.889,0.005,
8.375,,,0.19
8.376,9.889,0.005,
8.376,,,0.19
8.376,9.890,0.005,
8.376,,,0.19
8.377,9.889,0.005,
8.377,,,0.19
8.377,9.889,0.005,
8.377,,,0.19
8.378,9.888,0.005,
8.378,,,0.19
8.378,9.889,0.005,
8.378,,,0.19
8.379,9.889,0.005,
8.379,,,0.19
8.379,9.888,0.005,
8.379,,,0.19
8.380,9.890,0.005,
8.380,,,0.19
8.380,9.890,0.005,
8.380,,,0.19
8.381,9.889,0.005,
8.381,,,0.19
8.381,9.888,0.005,
8.381,,,0.19
8.382,9.889,0.005,
8.382,,,0.19
8.382,9.889,0.005,
8.382,,,0.19
8.383,9.889,0.005,
8.383,,,0.19
8.383,9.889,0.005,
8.383,,,0.19
8.384,9.890,0.005,
8.384,,,0.19
8.384,9.889,0.005,
8.384,,,0.19
8.385,9.890,0.005,
8.385,,,0.19
8.385,9.891,0.005,
8.385,,,0.19
8.386,9.890,0.005,
8.386,,,0.19
8.386,9.889,0.005,
8.386,,,0.19
8.387,9.890,0.005,
8.387,,,0.19
8.387,9.890,0.005,
8.387,,,0.19
8.387,9.890,0.005,
8.388,,,0.19
8.388,9.890,0.005,
8.388,,,0.19
8.389,9.890,0.005,
8.389,,,0.19
8.389,9.890,0.005,
8.389,,,0.19
8.390,9.890,0.005,
8.390,,,0.19
8.390,9.890,0.005,
8.390,,,0.19
8.391,9.890,0.005,
8.391,,,0.19
8.391,9.891,0.005,
8.391,,,0.19
8.392,9.890,0.005,
8.392,,,0.19
8.392,9.890,0.005,
8.392,,,0.19
8.393,9.890,0.005,
8.393,,,0.19
8.393,9.890,0.005,
8.393,,,0.19
8.394,9.890,0.005,
8.394,,,0.19
8.394,9.890,0.005,
8.394,,,0.19
8.395,9.892,0.005,
8.395,,,0.19
8.395,9.891,0.005,
8.395,,,0.19
8.396,9.890,0.005,
8.396,,,0.19
8.396,9.891,0.005,
8.396,,,0.19
8.397,9.890,0.005,
8.397,,,0.19
8.397,9.890,0.005,
8.397,,,0.19
8.398,9.889,0.005,
8.398,,,0.19
8.398,9.891,0.005,
8.398,,,0.19
8.399,9.890,0.005,
8.399,,,0.19
8.399,9.891,0.005,
8.399,,,0.19
8.400,9.891,0.005,
8.400,,,0.19
8.400,9.890,0.005,
8.400,,,0.19
8.401,9.891,0.005,
8.401,,,0.19
8.401,9.891,0.005,
8.401,,,0.19
8.402,9.891,0.005,
8.402,,,0.19
8.402,9.891,0.005,
8.402,,,0.19
8.403,9.891,0.005,
8.403,,,0.19
8.403,9.891,0.005,
8.403,,,0.19
8.403,9.891,0.005,
8.404,,,0.19
8.404,9.891,0.005,
8.404,,,0.19
8.405,9.891,0.005,
8.405,,,0.19
8.405,9.892,0.005,
8.405,,,0.19
8.406,9.891,0.005,
8.406,,,0.19
8.406,9.892,0.005,
8.406,,,0.19
8.407,9.892,0.005,
8.407,,,0.19
8.407,9.891,0.005,
8.407,,,0.19
8.408,9.891,0.005,
8.408,,,0.19
8.408,9.893,0.005,
8.408,,,0.19
8.409,9.891,0.005,
8.409,,,0.19
8.409,9.891,0.005,
8.409,,,0.19
8.410,9.892,0.005,
8.410,,,0.19
8.410,9.893,0.005,
8.410,,,0.19
8.411,9.892,0.005,
8.411,,,0.19
8.411,9.892,0.005,
8.411,,,0.19
8.412,9.892,0.005,
8.412,,,0.19
8.412,9.892,0.005,
8.412,,,0.19
8.413,9.893,0.005,
8.413,,,0.19
8.413,9.892,0.005,
8.413,,,0.19
8.414,9.892,0.005,
8.414,,,0.19
8.414,9.891,0.005,
8.414,,,0.19
8.415,9.892,0.005,
8.415,,,0.19
8.415,9.892,0.005,
8.415,,,0.19
8.416,9.892,0.005,
8.416,,,0.19
8.416,9.892,0.005,
8.416,,,0.19
8.417,9.892,0.005,
8.417,,,0.19
8.417,9.893,0.005,
8.417,,,0.19
8.418,9.893,0.005,
8.418,,,0.19
8.418,9.892,0.005,
8.418,,,0.19
8.419,9.892,0.005,
8.419,,,0.19
8.419,9.894,0.005,
8.419,,,0.19
8.419,9.892,0.005,
8.420,,,0.19
8.420,9.893,0.005,
8.420,,,0.19
8.421,9.893,0.005,
8.421,,,0.19
8.421,9.894,0.005,
8.421,,,0.19
8.422,9.893,0.005,
8.422,,,0.19
8.422,9.893,0.005,
8.422,,,0.19
8.423,9.895,0.005,
8.423,,,0.19
8.423,9.892,0.005,
8.423,,,0.19
8.424,9.893,0.005,
8.424,,,0.19
8.424,9.894,0.005,
8.424,,,0.19
8.425,9.893,0.005,
8.425,,,0.19
8.425,9.893,0.005,
8.425,,,0.19
8.426,9.893,0.005,
8.426,,,0.19
8.426,9.894,0.005,
8.426,,,0.19
8.427,9.894,0.005,
8.427,,,0.19
8.427,9.893,0.005,
8.427,,,0.19
8.428,9.893,0.005,
8.428,,,0.19
8.428,9.893,0.005,
8.428,,,0.19
8.429,9.894,0.005,
8.429,,,0.19
8.429,9.893,0.005,
8.429,,,0.19
8.430,9.893,0.005,
8.430,,,0.19
8.430,9.894,0.005,
8.430,,,0.19
8.431,9.893,0.005,
8.431,,,0.19
8.431,9.894,0.005,
8.431,,,0.19
8.432,9.894,0.005,
8.432,,,0.19
8.432,9.894,0.005,
8.432,,,0.19
8.433,9.894,0.005,
8.433,,,0.19
8.433,9.894,0.005,
8.433,,,0.19
8.434,9.894,0.005,
8.434,,,0.19
8.434,9.894,0.005,
8.434,,,0.19
8.435,9.894,0.005,
8.435,,,0.19
8.435,9.895,0.005,
8.435,,,0.19
8.435,9.894,0.005,
8.436,,,0.19
8.436,9.895,0.005,
8.436,,,0.19
8.437,9.894,0.005,
8.437,,,0.19
8.437,9.894,0.005,
8.437,,,0.19
8.438,9.894,0.005,
8.438,,,0.19
8.438,9.895,0.005,
8.438,,,0.19
8.439,9.894,0.005,
8.439,,,0.19
8.439,9.894,0.005,
8.439,,,0.19
8.440,9.894,0.005,
8.440,,,0.19
8.440,9.895,0.005,
8.440,,,0.19
8.441,9.895,0.005,
8.441,,,0.19
8.441,9.896,0.005,
8.441,,,0.19
8.442,9.895,0.005,
8.442,,,0.19
8.442,9.895,0.005,
8.442,,,0.19
8.443,9.895,0.005,
8.443,,,0.19
8.443,9.895,0.005,
8.443,,,0.19
8.444,9.895,0.005,
8.444,,,0.19
8.444,9.897,0.005,
8.444,,,0.19
8.445,9.894,0.005,
8.445,,,0.19
8.445,9.895,0.005,
8.445,,,0.19
8.446,9.896,0.005,
8.446,,,0.19
8.446,9.896,0.005,
8.446,,,0.19
8.447,9.894,0.005,
8.447,,,0.19
8.447,9.895,0.005,
8.447,,,0.19
8.448,9.896,0.005,
8.448,,,0.19
8.448,9.895,0.005,
8.448,,,0.19
8.449,9.895,0.005,
8.449,,,0.19
8.449,9.896,0.005,
8.449,,,0.19
8.450,9.897,0.005,
8.450,,,0.19
8.450,9.895,0.005,
8.450,,,0.19
8.451,9.895,0.005,
8.451,,,0.19
8.451,9.896,0.005,
8.451,,,0.19
8.451,9.897,0.005,
8.452,,,0.19
8.452,9.897,0.005,
8.452,,,0.19
8.453,9.898,0.005,
8.453,,,0.19
8.453,9.897,0.005,
8.453,,,0.19
8.454,9.896,0.005,
8.454,,,0.19
8.454,9.897,0.005,
8.454,,,0.19
8.455,9.896,0.005,
8.455,,,0.19
8.455,9.896,0.005,
8.455,,,0.19
8.456,9.896,0.005,
8.456,,,0.19
8.456,9.896,0.005,
8.456,,,0.19
8.457,9.897,0.005,
8.457,,,0.19
8.457,9.896,0.005,
8.457,,,0.19
8.458,9.897,0.005,
8.458,,,0.19
8.458,9.897,0.005,
8.458,,,0.19
8.459,9.897,0.005,
8.459,,,0.19
8.459,9.897,0.005,
8.459,,,0.19
8.460,9.896,0.005,
8.460,,,0.19
8.460,9.898,0.005,
8.460,,,0.19
8.461,9.897,0.005,
8.461,,,0.19
8.461,9.897,0.005,
8.461,,,0.19
8.462,9.897,0.005,
8.462,,,0.19
8.462,9.897,0.005,
8.462,,,0.19
8.463,9.897,0.005,
8.463,,,0.19
8.463,9.898,0.005,
8.463,,,0.19
8.464,9.898,0.005,
8.464,,,0.19
8.464,9.897,0.005,
8.464,,,0.19
8.465,9.897,0.005,
8.465,,,0.19
8.465,9.897,0.005,
8.465,,,0.19
8.466,9.897,0.005,
8.466,,,0.19
8.466,9.897,0.005,
8.466,,,0.19
8.467,9.897,0.005,
8.467,,,0.19
8.467,9.898,0.005,
