"Time (s) Run #1","Voltage, Ch A (V) Run #1","Current, Ch D (A) Run #1","Charge (C) Run #1"
0.742,,,9.47E-4
0.742,0.078,-5.449E-5,
0.743,,,9.47E-4
0.743,0.077,-4.961E-5,
0.743,,,9.47E-4
0.743,0.078,-7.646E-5,
0.744,,,9.47E-4
0.744,0.077,-3.862E-5,
0.744,,,9.54E-4
0.745,0.076,0.026,
0.745,,,9.60E-4
0.745,0.079,-7.280E-5,
0.745,,,9.60E-4
0.745,0.078,-4.595E-5,
0.746,,,9.60E-4
0.746,0.078,-3.740E-5,
0.746,,,9.63E-4
0.746,0.078,0.014,
0.747,,,9.90E-4
0.747,0.083,0.094,
0.747,,,0.00
0.748,0.088,0.085,
0.748,,,0.00
0.748,0.086,0.005,
0.748,,,0.00
0.749,0.084,-3.984E-5,
0.749,,,0.00
0.749,0.085,-4.595E-5,
0.749,,,0.00
0.750,0.091,0.095,
0.750,,,0.00
0.750,0.096,0.100,
0.750,,,0.00
0.750,0.095,0.043,
0.751,,,0.00
0.751,0.100,0.101,
0.751,,,0.00
0.751,0.105,0.099,
0.752,,,0.00
0.752,0.107,0.099,
0.752,,,0.00
0.753,0.111,0.092,
0.753,,,0.00
0.753,0.114,0.094,
0.753,,,0.00
0.754,0.116,0.095,
0.754,,,0.00
0.754,0.120,0.096,
0.754,,,0.00
0.754,0.124,0.098,
0.755,,,0.00
0.755,0.127,0.098,
0.755,,,0.00
0.756,0.130,0.097,
0.756,,,0.00
0.756,0.132,0.097,
0.756,,,0.00
0.757,0.136,0.098,
0.757,,,0.00
0.757,0.140,0.099,
0.757,,,0.00
0.758,0.144,0.099,
0.758,,,0.00
0.758,0.147,0.099,
0.758,,,0.00
0.758,0.149,0.099,
0.759,,,0.00
0.759,0.154,0.099,
0.759,,,0.00
0.759,0.157,0.097,
0.760,,,0.00
0.760,0.159,0.096,
0.760,,,0.00
0.761,0.164,0.100,
0.761,,,0.00
0.761,0.167,0.101,
0.761,,,0.00
0.762,0.172,0.099,
0.762,,,0.00
0.762,0.174,0.099,
0.762,,,0.00
0.762,0.178,0.100,
0.763,,,0.00
0.763,0.181,0.099,
0.763,,,0.00
0.764,0.185,0.100,
0.764,,,0.00
0.764,0.188,0.100,
0.764,,,0.00
0.765,0.191,0.100,
0.765,,,0.00
0.765,0.194,0.100,
0.765,,,0.00
0.766,0.198,0.100,
0.766,,,0.00
0.766,0.201,0.100,
0.766,,,0.00
0.766,0.205,0.100,
0.767,,,0.00
0.767,0.207,0.100,
0.767,,,0.00
0.767,0.211,0.100,
0.768,,,0.00
0.768,0.214,0.100,
0.768,,,0.00
0.768,0.219,0.100,
0.769,,,0.00
0.769,0.222,0.100,
0.769,,,0.00
0.769,0.224,0.100,
0.770,,,0.00
0.770,0.228,0.100,
0.770,,,0.00
0.770,0.232,0.100,
0.771,,,0.00
0.771,0.235,0.100,
0.771,,,0.00
0.771,0.238,0.100,
0.772,,,0.00
0.772,0.241,0.100,
0.772,,,0.00
0.772,0.246,0.100,
0.773,,,0.00
0.773,0.250,0.100,
0.773,,,0.00
0.773,0.253,0.100,
0.774,,,0.00
0.774,0.256,0.100,
0.774,,,0.00
0.774,0.259,0.100,
0.775,,,0.00
0.775,0.262,0.100,
0.775,,,0.00
0.775,0.266,0.100,
0.776,,,0.00
0.776,0.270,0.100,
0.776,,,0.00
0.776,0.273,0.100,
0.777,,,0.00
0.777,0.276,0.100,
0.777,,,0.00
0.777,0.279,0.100,
0.778,,,0.00
0.778,0.282,0.100,
0.778,,,0.00
0.778,0.286,0.100,
0.779,,,0.00
0.779,0.288,0.100,
0.779,,,0.00
0.779,0.293,0.100,
0.780,,,0.00
0.780,0.296,0.100,
0.780,,,0.00
0.780,0.299,0.100,
0.781,,,0.00
0.781,0.301,0.100,
0.781,,,0.00
0.781,0.305,0.099,
0.782,,,0.00
0.782,0.309,0.099,
0.782,,,0.00
0.782,0.313,0.099,
0.783,,,0.00
0.783,0.317,0.099,
0.783,,,0.00
0.783,0.319,0.099,
0.784,,,0.00
0.784,0.324,0.099,
0.784,,,0.00
0.784,0.327,0.099,
0.785,,,0.00
0.785,0.330,0.099,
0.785,,,0.00
0.785,0.333,0.099,
0.786,,,0.00
0.786,0.336,0.099,
0.786,,,0.00
0.786,0.340,0.099,
0.787,,,0.00
0.787,0.343,0.099,
0.787,,,0.00
0.787,0.346,0.099,
0.788,,,0.00
0.788,0.350,0.099,
0.788,,,0.00
0.788,0.352,0.099,
0.789,,,0.00
0.789,0.356,0.099,
0.789,,,0.01
0.789,0.359,0.099,
0.790,,,0.01
0.790,0.362,0.098,
0.790,,,0.01
0.790,0.365,0.098,
0.791,,,0.01
0.791,0.369,0.098,
0.791,,,0.01
0.791,0.372,0.099,
0.792,,,0.01
0.792,0.375,0.098,
0.792,,,0.01
0.792,0.378,0.098,
0.793,,,0.01
0.793,0.382,0.098,
0.793,,,0.01
0.793,0.386,0.098,
0.794,,,0.01
0.794,0.389,0.098,
0.794,,,0.01
0.794,0.393,0.098,
0.795,,,0.01
0.795,0.397,0.098,
0.795,,,0.01
0.795,0.399,0.098,
0.796,,,0.01
0.796,0.402,0.098,
0.796,,,0.01
0.796,0.405,0.098,
0.797,,,0.01
0.797,0.409,0.098,
0.797,,,0.01
0.797,0.412,0.098,
0.798,,,0.01
0.798,0.416,0.098,
0.798,,,0.01
0.798,0.419,0.098,
0.799,,,0.01
0.799,0.422,0.098,
0.799,,,0.01
0.799,0.424,0.098,
0.800,,,0.01
0.800,0.427,0.098,
0.800,,,0.01
0.800,0.431,0.098,
0.801,,,0.01
0.801,0.435,0.098,
0.801,,,0.01
0.801,0.438,0.098,
0.802,,,0.01
0.802,0.442,0.098,
0.802,,,0.01
0.802,0.444,0.098,
0.803,,,0.01
0.803,0.447,0.098,
0.803,,,0.01
0.803,0.451,0.098,
0.804,,,0.01
0.804,0.453,0.098,
0.804,,,0.01
0.804,0.458,0.098,
0.805,,,0.01
0.805,0.461,0.097,
0.805,,,0.01
0.805,0.465,0.097,
0.806,,,0.01
0.806,0.468,0.097,
0.806,,,0.01
0.807,0.472,0.097,
0.807,,,0.01
0.807,0.474,0.097,
0.807,,,0.01
0.808,0.478,0.097,
0.808,,,0.01
0.808,0.480,0.097,
0.808,,,0.01
0.808,0.484,0.097,
0.809,,,0.01
0.809,0.487,0.097,
0.809,,,0.01
0.809,0.490,0.097,
0.810,,,0.01
0.810,0.493,0.097,
0.810,,,0.01
0.810,0.496,0.097,
0.811,,,0.01
0.811,0.500,0.097,
0.811,,,0.01
0.811,0.503,0.097,
0.812,,,0.01
0.812,0.507,0.097,
0.812,,,0.01
0.812,0.509,0.097,
0.813,,,0.01
0.813,0.512,0.097,
0.813,,,0.01
0.813,0.515,0.097,
0.814,,,0.01
0.814,0.519,0.097,
0.814,,,0.01
0.814,0.523,0.097,
0.815,,,0.01
0.815,0.525,0.097,
0.815,,,0.01
0.816,0.530,0.097,
0.816,,,0.01
0.816,0.533,0.097,
0.816,,,0.01
0.816,0.536,0.097,
0.817,,,0.01
0.817,0.538,0.097,
0.817,,,0.01
0.817,0.542,0.097,
0.818,,,0.01
0.818,0.545,0.097,
0.818,,,0.01
0.818,0.549,0.097,
0.819,,,0.01
0.819,0.552,0.097,
0.819,,,0.01
0.819,0.555,0.097,
0.820,,,0.01
0.820,0.556,0.097,
0.820,,,0.01
0.820,0.561,0.097,
0.821,,,0.01
0.821,0.564,0.097,
0.821,,,0.01
0.821,0.567,0.097,
0.822,,,0.01
0.822,0.571,0.097,
0.822,,,0.01
0.823,0.573,0.097,
0.823,,,0.01
0.823,0.577,0.097,
0.823,,,0.01
0.824,0.580,0.097,
0.824,,,0.01
0.824,0.584,0.097,
0.824,,,0.01
0.825,0.587,0.097,
0.825,,,0.01
0.825,0.590,0.097,
0.825,,,0.01
0.825,0.594,0.097,
0.826,,,0.01
0.826,0.597,0.097,
0.826,,,0.01
0.826,0.600,0.097,
0.827,,,0.01
0.827,0.604,0.097,
0.827,,,0.01
0.827,0.606,0.097,
0.828,,,0.01
0.828,0.610,0.097,
0.828,,,0.01
0.828,0.613,0.097,
0.829,,,0.01
0.829,0.617,0.097,
0.829,,,0.01
0.829,0.618,0.097,
0.830,,,0.01
0.830,0.623,0.097,
0.830,,,0.01
0.830,0.625,0.097,
0.831,,,0.01
0.831,0.628,0.097,
0.831,,,0.01
0.832,0.631,0.097,
0.832,,,0.01
0.832,0.634,0.097,
0.832,,,0.01
0.833,0.638,0.097,
0.833,,,0.01
0.833,0.641,0.096,
0.833,,,0.01
0.833,0.644,0.096,
0.834,,,0.01
0.834,0.648,0.096,
0.834,,,0.01
0.834,0.651,0.096,
0.835,,,0.01
0.835,0.653,0.096,
0.835,,,0.01
0.835,0.657,0.096,
0.836,,,0.01
0.836,0.661,0.096,
0.836,,,0.01
0.836,0.663,0.096,
0.837,,,0.01
0.837,0.667,0.096,
0.837,,,0.01
0.837,0.670,0.096,
0.838,,,0.01
0.838,0.674,0.096,
0.838,,,0.01
0.839,0.677,0.096,
0.839,,,0.01
0.839,0.680,0.096,
0.839,,,0.01
0.840,0.683,0.096,
0.840,,,0.01
0.840,0.685,0.096,
0.840,,,0.01
0.841,0.689,0.096,
0.841,,,0.01
0.841,0.692,0.096,
0.841,,,0.01
0.841,0.695,0.096,
0.842,,,0.01
0.842,0.699,0.096,
0.842,,,0.01
0.842,0.701,0.096,
0.843,,,0.01
0.843,0.706,0.096,
0.843,,,0.01
0.843,0.709,0.096,
0.844,,,0.01
0.844,0.710,0.096,
0.844,,,0.01
0.844,0.714,0.096,
0.845,,,0.01
0.845,0.718,0.096,
0.845,,,0.01
0.845,0.721,0.096,
0.846,,,0.01
0.846,0.724,0.096,
0.846,,,0.01
0.846,0.728,0.096,
0.847,,,0.01
0.847,0.731,0.096,
0.847,,,0.01
0.848,0.734,0.096,
0.848,,,0.01
0.848,0.738,0.096,
0.848,,,0.01
0.849,0.741,0.096,
0.849,,,0.01
0.849,0.744,0.096,
0.849,,,0.01
0.850,0.747,0.095,
0.850,,,0.01
0.850,0.749,0.095,
0.850,,,0.01
0.850,0.754,0.095,
0.851,,,0.01
0.851,0.755,0.095,
0.851,,,0.01
0.851,0.759,0.095,
0.852,,,0.01
0.852,0.762,0.095,
0.852,,,0.01
0.852,0.766,0.095,
0.853,,,0.01
0.853,0.768,0.095,
0.853,,,0.01
0.853,0.771,0.095,
0.854,,,0.01
0.854,0.775,0.095,
0.854,,,0.01
0.855,0.776,0.095,
0.855,,,0.01
0.855,0.781,0.095,
0.855,,,0.01
0.856,0.785,0.095,
0.856,,,0.01
0.856,0.787,0.095,
0.856,,,0.01
0.857,0.790,0.095,
0.857,,,0.01
0.857,0.792,0.095,
0.857,,,0.01
0.858,0.798,0.095,
0.858,,,0.01
0.858,0.801,0.095,
0.858,,,0.01
0.858,0.803,0.095,
0.859,,,0.01
0.859,0.806,0.095,
0.859,,,0.01
0.859,0.811,0.095,
0.860,,,0.01
0.860,0.813,0.095,
0.860,,,0.01
0.860,0.816,0.095,
0.861,,,0.01
0.861,0.818,0.095,
0.861,,,0.01
0.861,0.822,0.095,
0.862,,,0.01
0.862,0.825,0.095,
0.862,,,0.01
0.862,0.828,0.095,
0.863,,,0.01
0.863,0.831,0.095,
0.863,,,0.01
0.864,0.834,0.095,
0.864,,,0.01
0.864,0.837,0.095,
0.864,,,0.01
0.865,0.841,0.095,
0.865,,,0.01
0.865,0.843,0.094,
0.865,,,0.01
0.866,0.846,0.095,
0.866,,,0.01
0.866,0.849,0.095,
0.866,,,0.01
0.866,0.854,0.094,
0.867,,,0.01
0.867,0.857,0.094,
0.867,,,0.01
0.867,0.860,0.094,
0.868,,,0.01
0.868,0.863,0.094,
0.868,,,0.01
0.868,0.866,0.094,
0.869,,,0.01
0.869,0.871,0.094,
0.869,,,0.01
0.869,0.872,0.094,
0.870,,,0.01
0.870,0.876,0.094,
0.870,,,0.01
0.871,0.878,0.094,
0.871,,,0.01
0.871,0.881,0.094,
0.871,,,0.01
0.872,0.886,0.094,
0.872,,,0.01
0.872,0.888,0.094,
0.872,,,0.01
0.873,0.891,0.094,
0.873,,,0.01
0.873,0.894,0.094,
0.873,,,0.01
0.874,0.897,0.094,
0.874,,,0.01
0.874,0.900,0.094,
0.874,,,0.01
0.875,0.903,0.094,
0.875,,,0.01
0.875,0.906,0.094,
0.875,,,0.01
0.875,0.909,0.094,
0.876,,,0.01
0.876,0.912,0.094,
0.876,,,0.01
0.876,0.915,0.094,
0.877,,,0.01
0.877,0.919,0.094,
0.877,,,0.01
0.877,0.922,0.094,
0.878,,,0.01
0.878,0.925,0.094,
0.878,,,0.01
0.878,0.928,0.094,
0.879,,,0.01
0.879,0.931,0.094,
0.879,,,0.01
0.880,0.934,0.094,
0.880,,,0.01
0.880,0.937,0.094,
0.880,,,0.01
0.881,0.940,0.094,
0.881,,,0.01
0.881,0.943,0.094,
0.881,,,0.01
0.882,0.946,0.094,
0.882,,,0.01
0.882,0.951,0.094,
0.882,,,0.01
0.883,0.953,0.094,
0.883,,,0.01
0.883,0.956,0.093,
0.883,,,0.01
0.883,0.958,0.093,
0.884,,,0.01
0.884,0.961,0.093,
0.884,,,0.01
0.884,0.965,0.093,
0.885,,,0.01
0.885,0.967,0.093,
0.885,,,0.01
0.885,0.970,0.093,
0.886,,,0.01
0.886,0.973,0.093,
0.886,,,0.01
0.887,0.977,0.093,
0.887,,,0.01
0.887,0.980,0.093,
0.887,,,0.01
0.888,0.982,0.093,
0.888,,,0.01
0.888,0.986,0.093,
0.888,,,0.01
0.889,0.989,0.093,
0.889,,,0.01
0.889,0.994,0.093,
0.889,,,0.01
0.890,0.996,0.093,
0.890,,,0.01
0.890,0.999,0.093,
0.890,,,0.01
0.891,1.002,0.093,
0.891,,,0.01
0.891,1.005,0.093,
0.891,,,0.01
0.891,1.008,0.093,
0.892,,,0.01
0.892,1.009,0.093,
0.892,,,0.01
0.892,1.013,0.093,
0.893,,,0.01
0.893,1.016,0.093,
0.893,,,0.01
0.893,1.018,0.093,
0.894,,,0.02
0.894,1.023,0.093,
0.894,,,0.02
0.894,1.026,0.093,
0.895,,,0.02
0.895,1.029,0.093,
0.895,,,0.02
0.896,1.032,0.093,
0.896,,,0.02
0.896,1.034,0.093,
0.896,,,0.02
0.896,1.037,0.093,
0.897,,,0.02
0.897,1.040,0.093,
0.897,,,0.02
0.897,1.045,0.093,
0.898,,,0.02
0.898,1.047,0.093,
0.898,,,0.02
0.898,1.051,0.093,
0.899,,,0.02
0.899,1.054,0.093,
0.899,,,0.02
0.900,1.056,0.092,
0.900,,,0.02
0.900,1.060,0.092,
0.900,,,0.02
0.900,1.063,0.092,
0.901,,,0.02
0.901,1.066,0.092,
0.901,,,0.02
0.901,1.068,0.092,
0.902,,,0.02
0.902,1.071,0.092,
0.902,,,0.02
0.902,1.074,0.092,
0.903,,,0.02
0.903,1.076,0.092,
0.903,,,0.02
0.903,1.079,0.092,
0.904,,,0.02
0.904,1.083,0.092,
0.904,,,0.02
0.904,1.085,0.092,
0.905,,,0.02
0.905,1.089,0.092,
0.905,,,0.02
0.905,1.092,0.092,
0.906,,,0.02
0.906,1.096,0.092,
0.906,,,0.02
0.906,1.098,0.092,
0.907,,,0.02
0.907,1.102,0.092,
0.907,,,0.02
0.907,1.104,0.092,
0.908,,,0.02
0.908,1.107,0.092,
0.908,,,0.02
0.908,1.109,0.092,
0.909,,,0.02
0.909,1.114,0.092,
0.909,,,0.02
0.909,1.116,0.092,
0.910,,,0.02
0.910,1.119,0.092,
0.910,,,0.02
0.910,1.123,0.092,
0.911,,,0.02
0.911,1.125,0.092,
0.911,,,0.02
0.911,1.129,0.092,
0.912,,,0.02
0.912,1.132,0.092,
0.912,,,0.02
0.912,1.135,0.092,
0.913,,,0.02
0.913,1.137,0.092,
0.913,,,0.02
0.913,1.140,0.092,
0.914,,,0.02
0.914,1.143,0.092,
0.914,,,0.02
0.914,1.145,0.092,
0.915,,,0.02
0.915,1.149,0.092,
0.915,,,0.02
0.916,1.152,0.092,
0.916,,,0.02
0.916,1.155,0.092,
0.916,,,0.02
0.916,1.158,0.091,
0.917,,,0.02
0.917,1.162,0.091,
0.917,,,0.02
0.917,1.165,0.091,
0.918,,,0.02
0.918,1.167,0.091,
0.918,,,0.02
0.918,1.170,0.091,
0.919,,,0.02
0.919,1.174,0.091,
0.919,,,0.02
0.919,1.178,0.091,
0.920,,,0.02
0.920,1.181,0.091,
0.920,,,0.02
0.920,1.183,0.091,
0.921,,,0.02
0.921,1.186,0.091,
0.921,,,0.02
0.921,1.189,0.091,
0.922,,,0.02
0.922,1.193,0.091,
0.922,,,0.02
0.922,1.195,0.091,
0.923,,,0.02
0.923,1.198,0.091,
0.923,,,0.02
0.923,1.200,0.091,
0.924,,,0.02
0.924,1.203,0.091,
0.924,,,0.02
0.925,1.207,0.091,
0.925,,,0.02
0.925,1.209,0.091,
0.925,,,0.02
0.925,1.213,0.091,
0.926,,,0.02
0.926,1.215,0.091,
0.926,,,0.02
0.926,1.218,0.091,
0.927,,,0.02
0.927,1.221,0.091,
0.927,,,0.02
0.927,1.225,0.091,
0.928,,,0.02
0.928,1.227,0.091,
0.928,,,0.02
0.928,1.231,0.091,
0.929,,,0.02
0.929,1.233,0.091,
0.929,,,0.02
0.929,1.237,0.091,
0.930,,,0.02
0.930,1.238,0.091,
0.930,,,0.02
0.930,1.242,0.091,
0.931,,,0.02
0.931,1.245,0.091,
0.931,,,0.02
0.932,1.248,0.091,
0.932,,,0.02
0.932,1.250,0.091,
0.932,,,0.02
0.933,1.254,0.091,
0.933,,,0.02
0.933,1.257,0.091,
0.933,,,0.02
0.933,1.260,0.091,
0.934,,,0.02
0.934,1.263,0.090,
0.934,,,0.02
0.934,1.265,0.090,
0.935,,,0.02
0.935,1.269,0.090,
0.935,,,0.02
0.935,1.270,0.090,
0.936,,,0.02
0.936,1.274,0.090,
0.936,,,0.02
0.936,1.277,0.090,
0.937,,,0.02
0.937,1.280,0.090,
0.937,,,0.02
0.937,1.282,0.090,
0.938,,,0.02
0.938,1.286,0.090,
0.938,,,0.02
0.938,1.290,0.090,
0.939,,,0.02
0.939,1.292,0.090,
0.939,,,0.02
0.939,1.295,0.090,
0.940,,,0.02
0.940,1.299,0.090,
0.940,,,0.02
0.941,1.301,0.090,
0.941,,,0.02
0.941,1.303,0.090,
0.941,,,0.02
0.941,1.308,0.090,
0.942,,,0.02
0.942,1.310,0.090,
0.942,,,0.02
0.942,1.313,0.090,
0.943,,,0.02
0.943,1.316,0.090,
0.943,,,0.02
0.943,1.318,0.090,
0.944,,,0.02
0.944,1.321,0.090,
0.944,,,0.02
0.944,1.323,0.090,
0.945,,,0.02
0.945,1.327,0.090,
0.945,,,0.02
0.945,1.330,0.090,
0.946,,,0.02
0.946,1.333,0.090,
0.946,,,0.02
0.946,1.336,0.090,
0.947,,,0.02
0.947,1.339,0.090,
0.947,,,0.02
0.948,1.341,0.090,
0.948,,,0.02
0.948,1.344,0.090,
0.948,,,0.02
0.949,1.348,0.090,
0.949,,,0.02
0.949,1.352,0.090,
0.949,,,0.02
0.950,1.353,0.090,
0.950,,,0.02
0.950,1.357,0.090,
0.950,,,0.02
0.950,1.359,0.090,
0.951,,,0.02
0.951,1.362,0.090,
0.951,,,0.02
0.951,1.366,0.089,
0.952,,,0.02
0.952,1.368,0.089,
0.952,,,0.02
0.952,1.370,0.089,
0.953,,,0.02
0.953,1.374,0.089,
0.953,,,0.02
0.953,1.376,0.089,
0.954,,,0.02
0.954,1.379,0.089,
0.954,,,0.02
0.954,1.382,0.089,
0.955,,,0.02
0.955,1.385,0.089,
0.955,,,0.02
0.955,1.389,0.089,
0.956,,,0.02
0.956,1.391,0.089,
0.956,,,0.02
0.957,1.394,0.089,
0.957,,,0.02
0.957,1.397,0.089,
0.957,,,0.02
0.958,1.400,0.089,
0.958,,,0.02
0.958,1.402,0.089,
0.958,,,0.02
0.958,1.406,0.089,
0.959,,,0.02
0.959,1.409,0.089,
0.959,,,0.02
0.959,1.412,0.089,
0.960,,,0.02
0.960,1.414,0.089,
0.960,,,0.02
0.960,1.418,0.089,
0.961,,,0.02
0.961,1.421,0.089,
0.961,,,0.02
0.961,1.424,0.089,
0.962,,,0.02
0.962,1.425,0.089,
0.962,,,0.02
0.962,1.428,0.089,
0.963,,,0.02
0.963,1.432,0.089,
0.963,,,0.02
0.964,1.434,0.089,
0.964,,,0.02
0.964,1.437,0.089,
0.964,,,0.02
0.965,1.440,0.089,
0.965,,,0.02
0.965,1.442,0.089,
0.965,,,0.02
0.966,1.446,0.089,
0.966,,,0.02
0.966,1.448,0.089,
0.966,,,0.02
0.966,1.452,0.089,
0.967,,,0.02
0.967,1.455,0.089,
0.967,,,0.02
0.967,1.458,0.089,
0.968,,,0.02
0.968,1.461,0.089,
0.968,,,0.02
0.968,1.464,0.089,
0.969,,,0.02
0.969,1.466,0.089,
0.969,,,0.02
0.969,1.469,0.088,
0.970,,,0.02
0.970,1.472,0.088,
0.970,,,0.02
0.970,1.474,0.088,
0.971,,,0.02
0.971,1.477,0.088,
0.971,,,0.02
0.971,1.479,0.088,
0.972,,,0.02
0.972,1.483,0.088,
0.972,,,0.02
0.973,1.486,0.088,
0.973,,,0.02
0.973,1.489,0.088,
0.973,,,0.02
0.974,1.492,0.088,
0.974,,,0.02
0.974,1.495,0.088,
0.974,,,0.02
0.975,1.498,0.088,
0.975,,,0.02
0.975,1.502,0.088,
0.975,,,0.02
0.975,1.504,0.088,
0.976,,,0.02
0.976,1.506,0.088,
0.976,,,0.02
0.976,1.510,0.088,
0.977,,,0.02
0.977,1.512,0.088,
0.977,,,0.02
0.977,1.515,0.088,
0.978,,,0.02
0.978,1.518,0.088,
0.978,,,0.02
0.978,1.522,0.088,
0.979,,,0.02
0.979,1.524,0.088,
0.979,,,0.02
0.980,1.527,0.088,
0.980,,,0.02
0.980,1.529,0.088,
0.980,,,0.02
0.981,1.530,0.088,
0.981,,,0.02
0.981,1.535,0.088,
0.981,,,0.02
0.982,1.537,0.088,
0.982,,,0.02
0.982,1.541,0.088,
0.982,,,0.02
0.983,1.543,0.088,
0.983,,,0.02
0.983,1.546,0.088,
0.983,,,0.02
0.983,1.549,0.088,
0.984,,,0.02
0.984,1.552,0.088,
0.984,,,0.02
0.984,1.554,0.088,
0.985,,,0.02
0.985,1.557,0.088,
0.985,,,0.02
0.985,1.560,0.088,
0.986,,,0.02
0.986,1.563,0.088,
0.986,,,0.02
0.986,1.567,0.088,
0.987,,,0.02
0.987,1.570,0.088,
0.987,,,0.02
0.987,1.572,0.088,
0.988,,,0.02
0.988,1.576,0.087,
0.988,,,0.02
0.989,1.579,0.087,
0.989,,,0.02
0.989,1.581,0.087,
0.989,,,0.02
0.990,1.584,0.087,
0.990,,,0.02
0.990,1.587,0.087,
0.990,,,0.02
0.991,1.589,0.087,
0.991,,,0.02
0.991,1.592,0.087,
0.991,,,0.02
0.991,1.594,0.087,
0.992,,,0.02
0.992,1.597,0.087,
0.992,,,0.02
0.992,1.599,0.087,
0.993,,,0.02
0.993,1.603,0.087,
0.993,,,0.02
0.993,1.605,0.087,
0.994,,,0.02
0.994,1.608,0.087,
0.994,,,0.02
0.994,1.611,0.087,
0.995,,,0.02
0.995,1.614,0.087,
0.995,,,0.02
0.996,1.617,0.087,
0.996,,,0.02
0.996,1.620,0.087,
0.996,,,0.02
0.997,1.623,0.087,
0.997,,,0.02
0.997,1.626,0.087,
0.997,,,0.02
0.998,1.628,0.087,
0.998,,,0.02
0.998,1.631,0.087,
0.998,,,0.02
0.999,1.635,0.087,
0.999,,,0.02
0.999,1.637,0.087,
0.999,,,0.02
1.000,1.640,0.087,
1.000,,,0.02
1.000,1.642,0.087,
1.000,,,0.02
1.000,1.646,0.087,
1.001,,,0.02
1.001,1.647,0.087,
1.001,,,0.02
1.002,1.650,0.087,
1.002,,,0.02
1.002,1.653,0.087,
1.002,,,0.02
1.002,1.656,0.087,
1.003,,,0.02
1.003,1.659,0.087,
1.003,,,0.02
1.004,1.662,0.087,
1.004,,,0.02
1.004,1.665,0.087,
1.004,,,0.02
1.004,1.667,0.087,
1.005,,,0.02
1.005,1.670,0.087,
1.005,,,0.03
1.006,1.674,0.087,
1.006,,,0.03
1.006,1.676,0.086,
1.006,,,0.03
1.006,1.679,0.086,
1.007,,,0.03
1.007,1.682,0.086,
1.007,,,0.03
1.008,1.685,0.086,
1.008,,,0.03
1.008,1.687,0.086,
1.008,,,0.03
1.008,1.690,0.086,
1.009,,,0.03
1.009,1.692,0.086,
1.009,,,0.03
1.010,1.696,0.086,
1.010,,,0.03
1.010,1.698,0.086,
1.010,,,0.03
1.010,1.702,0.086,
1.011,,,0.03
1.011,1.704,0.086,
1.011,,,0.03
1.012,1.706,0.086,
1.012,,,0.03
1.012,1.708,0.086,
1.012,,,0.03
1.012,1.712,0.086,
1.013,,,0.03
1.013,1.715,0.086,
1.013,,,0.03
1.014,1.717,0.086,
1.014,,,0.03
1.014,1.721,0.086,
1.014,,,0.03
1.014,1.723,0.086,
1.015,,,0.03
1.015,1.725,0.086,
1.015,,,0.03
1.016,1.729,0.086,
1.016,,,0.03
1.016,1.732,0.086,
1.016,,,0.03
1.016,1.734,0.086,
1.017,,,0.03
1.017,1.738,0.086,
1.017,,,0.03
1.018,1.740,0.086,
1.018,,,0.03
1.018,1.742,0.086,
1.018,,,0.03
1.018,1.745,0.086,
1.019,,,0.03
1.019,1.749,0.086,
1.019,,,0.03
1.020,1.750,0.086,
1.020,,,0.03
1.020,1.755,0.086,
1.020,,,0.03
1.020,1.756,0.086,
1.021,,,0.03
1.021,1.758,0.086,
1.021,,,0.03
1.022,1.761,0.086,
1.022,,,0.03
1.022,1.764,0.086,
1.022,,,0.03
1.022,1.766,0.086,
1.023,,,0.03
1.023,1.770,0.086,
1.023,,,0.03
1.024,1.773,0.086,
1.024,,,0.03
1.024,1.775,0.086,
1.024,,,0.03
1.024,1.778,0.085,
1.025,,,0.03
1.025,1.781,0.085,
1.025,,,0.03
1.026,1.782,0.085,
1.026,,,0.03
1.026,1.788,0.085,
1.026,,,0.03
1.026,1.789,0.085,
1.027,,,0.03
1.027,1.792,0.085,
1.027,,,0.03
1.028,1.794,0.085,
1.028,,,0.03
1.028,1.798,0.085,
1.028,,,0.03
1.028,1.800,0.085,
1.029,,,0.03
1.029,1.804,0.085,
1.029,,,0.03
1.030,1.806,0.085,
1.030,,,0.03
1.030,1.808,0.085,
1.030,,,0.03
1.030,1.811,0.085,
1.031,,,0.03
1.031,1.814,0.085,
1.031,,,0.03
1.032,1.817,0.085,
1.032,,,0.03
1.032,1.819,0.085,
1.032,,,0.03
1.032,1.822,0.085,
1.033,,,0.03
1.033,1.825,0.085,
1.033,,,0.03
1.034,1.828,0.085,
1.034,,,0.03
1.034,1.832,0.085,
1.034,,,0.03
1.034,1.833,0.085,
1.035,,,0.03
1.035,1.837,0.085,
1.035,,,0.03
1.036,1.839,0.085,
1.036,,,0.03
1.036,1.841,0.085,
1.036,,,0.03
1.036,1.845,0.085,
1.037,,,0.03
1.037,1.846,0.085,
1.037,,,0.03
1.038,1.850,0.085,
1.038,,,0.03
1.038,1.854,0.085,
1.038,,,0.03
1.038,1.855,0.085,
1.039,,,0.03
1.039,1.860,0.085,
1.039,,,0.03
1.040,1.862,0.085,
1.040,,,0.03
1.040,1.865,0.085,
1.040,,,0.03
1.040,1.867,0.085,
1.041,,,0.03
1.041,1.871,0.085,
1.041,,,0.03
1.042,1.873,0.085,
1.042,,,0.03
1.042,1.875,0.085,
1.042,,,0.03
1.042,1.878,0.084,
1.043,,,0.03
1.043,1.881,0.084,
1.043,,,0.03
1.044,1.884,0.084,
1.044,,,0.03
